key;EID;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
books/sp/18/AtzeniCT18;2-s2.0-85080097805;Data Modeling Across the Evolution of Database Technology.;Paolo Atzeni, Luca Cabibbo, Riccardo Torlone;2018;A Comprehensive Guide Through the Italian Database Research;Parts in Books or Collections;https://dblp.org/rec/books/sp/18/AtzeniCT18;https://doi.org/10.1007/978-3-319-61893-7_13;221-234;;;;;10.1007/978-3-319-61893-7_13
conf/3pgcic/ZhaoLLL14;2-s2.0-84946691847;Multiple Nested Schema of HBase for Migration from SQL.;Gansen Zhao, Libo Li, Zijing Li, Qiaoying Lin;2014;3PGCIC;Conference and Workshop Papers;https://dblp.org/rec/conf/3pgcic/ZhaoLLL14;https://doi.org/10.1109/3PGCIC.2014.127;338-343;;;;;10.1109/3PGCIC.2014.127
conf/ACMse/Islam12;2-s2.0-84862694194;Performance comparison of consistency maintenance techniques for cloud database.;Md. Ashfakul Islam;2012;ACM Southeast Regional Conference;Conference and Workshop Papers;https://dblp.org/rec/conf/ACMse/Islam12;https://doi.org/10.1145/2184512.2184624;399-400;;;;;10.1145/2184512.2184624
conf/acsac/ZhouQWY24;2-s2.0-105001260235;Enhancing Database Encryption: Adaptive Measures for Digital Assets Against LLMs-Based Reverse Engineering.;Kerou Zhou, Jiakang Qiu, Yuehua Wang, Xiaojun Ye;2024;ACSAC;Conference and Workshop Papers;https://dblp.org/rec/conf/acsac/ZhouQWY24;https://doi.org/10.1109/ACSAC63791.2024.00018;Ιαν-14;;;;;10.1109/ACSAC63791.2024.00018
conf/acsc/AnamKKL16;2-s2.0-84962618076;Adapting a knowledge-based schema matching system for ontology mapping.;Sarawat Anam, Yang Sok Kim, Byeong Ho Kang , Qing Liu;2016;ACSW;Conference and Workshop Papers;https://dblp.org/rec/conf/acsc/AnamKKL16;https://doi.org/10.1145/2843043.2843048;27;;;;;10.1145/2843043.2843048
conf/acsc/MullerBKP14;2-s2.0-85002558633;An Adaptive Aggregate Maintenance Approach for Mixed Workloads in Columnar In-Memory Databases.;Stephan Müller , Lars Butzmann, Stefan Klauck, Hasso Plattner;2014;ACSC;Conference and Workshop Papers;https://dblp.org/rec/conf/acsc/MullerBKP14;http://crpit.scem.westernsydney.edu.au/abstracts/CRPITV147Muller.html;3-Δεκ;;;;;
conf/adbis/HamrouniBB14;2-s2.0-84906691094;An Efficient Approach for Detecting and Repairing Data Inconsistencies Resulting from Retroactive Updates in Multi-temporal and Multi-version XML Databases.;Hind Hamrouni, Zouhaier Brahmia, Rafik Bouaziz;2014;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/HamrouniBB14;https://doi.org/10.1007/978-3-319-10518-5_11;135-146;;;;;10.1007/978-3-319-10518-5_11
conf/adbis/HerrmannVBL15;2-s2.0-84944599941;CoDEL - A Relationally Complete Language for Database Evolution.;Kai Herrmann , Hannes Voigt, Andreas Behrend, Wolfgang Lehner;2015;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/HerrmannVBL15;https://doi.org/10.1007/978-3-319-23135-8_5;63-76;;;;;10.1007/978-3-319-23135-8_5
conf/adbis/JannaschkJT14;2-s2.0-84906690417;Technologies for Databases Change Management.;Kai Jannaschk, Hannu Jaakkola, Bernhard Thalheim;2014;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/JannaschkJT14;https://doi.org/10.1007/978-3-319-10518-5_21;271-285;;;;;10.1007/978-3-319-10518-5_21
conf/adbis/Subotic14;2-s2.0-84906708379;Data Warehouse Schema Evolution Perspectives.;Danijela Subotic;2014;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/Subotic14;https://doi.org/10.1007/978-3-319-10518-5_26;333-338;;;;;10.1007/978-3-319-10518-5_26
conf/adc/HaiTTL15;2-s2.0-84959431808;SCIT: A Schema Change Interpretation Tool for Dynamic-Schema Data Warehouses.;Rihan Hai , Vasileios Theodorou, Maik Thiele, Wolfgang Lehner;2015;ADC;Conference and Workshop Papers;https://dblp.org/rec/conf/adc/HaiTTL15;https://doi.org/10.1007/978-3-319-19548-3_28;323-327;;;;;10.1007/978-3-319-19548-3_28
conf/adcons/RoddK13;2-s2.0-84894160998;Adaptive Self-Tuning Techniques for Performance Tuning of Database Systems: A Fuzzy-Based Approach.;Sunil F. Rodd, Umakanth P. Kulkarni;2013;ADCONS;Conference and Workshop Papers;https://dblp.org/rec/conf/adcons/RoddK13;https://doi.org/10.1109/ADCONS.2013.49;124-129;;;;;10.1109/ADCONS.2013.49
conf/adma/WeeZGTW22;2-s2.0-85125237327;Adaptive Fault Resolution for Database Replication Systems.;Chee Keong Wee, Xujuan Zhou, Raj Gururajan, Xiaohui Tao , Nathan Wee;2021;ADMA;Conference and Workshop Papers;https://dblp.org/rec/conf/adma/WeeZGTW22;https://doi.org/10.1007/978-3-030-95405-5_26;368-381;;;;;10.1007/978-3-030-95405-5_26
conf/agile/IvanovicRMD15;2-s2.0-84977501256;Detection of potential updates of authoritative spatial databases by fusion of volunteered geographical information from different sources.;Stefan S. Ivanovic, Ana-Maria Olteanu-Raimond, Sébastien Mustière, Thomas Devogele;2015;AGILE PhD School;Conference and Workshop Papers;https://dblp.org/rec/conf/agile/IvanovicRMD15;https://ceur-ws.org/Vol-1598/paper15.pdf;;;;;;
conf/aiam/ZhaoJD19;2-s2.0-85084761626;Reversible Database Watermarking Based on Differential Evolution Algorithm.;Miaochan Zhao, Chuanxian Jiang, Jiangbing Duan;2019;AIAM;Conference and Workshop Papers;https://dblp.org/rec/conf/aiam/ZhaoJD19;https://doi.org/10.1109/AIAM48774.2019.00031;120-124;;;;;10.1109/AIAM48774.2019.00031
conf/aiccsa/AlamiB16;2-s2.0-85021917435;Framework for a complete migration of relational databases to other types of databases(object oriented OO, object-relational OR, XML).;Alae El Alami, Mohamed Bahaj;2016;AICCSA;Conference and Workshop Papers;https://dblp.org/rec/conf/aiccsa/AlamiB16;https://doi.org/10.1109/AICCSA.2016.7945763;1-Ιουλ;;;;;10.1109/AICCSA.2016.7945763
conf/aici/YeLQS11;2-s2.0-80054690407;Discovering Association Rules Change from Large Databases.;Feiyue Ye, Jixue Liu, Jin Qian, Yuxi Shi;2011;AICI;Conference and Workshop Papers;https://dblp.org/rec/conf/aici/YeLQS11;https://doi.org/10.1007/978-3-642-23881-9_51;388-395;;;;;10.1007/978-3-642-23881-9_51
conf/algocloud/AcikalinCWS21;2-s2.0-85121931102;New Results on Test-Cost Minimization in Database Migration.;Utku Umur Acikalin, Bugra Çaskurlu, Piotr Wojciechowski , K. Subramani;2021;ALGOCLOUD;Conference and Workshop Papers;https://dblp.org/rec/conf/algocloud/AcikalinCWS21;https://doi.org/10.1007/978-3-030-93043-1_3;38-55;;;;;10.1007/978-3-030-93043-1_3
conf/algocloud/SubramaniCA19;2-s2.0-85091275442;Security-Aware Database Migration Planning.;K. Subramani , Bugra Çaskurlu, Utku Umur Acikalin;2019;ALGOCLOUD;Conference and Workshop Papers;https://dblp.org/rec/conf/algocloud/SubramaniCA19;https://doi.org/10.1007/978-3-030-58628-7_7;103-121;;;;;10.1007/978-3-030-58628-7_7
conf/algocloud/SubramaniCV18;2-s2.0-85065781538;Minimization of Testing Costs in Capacity-Constrained Database Migration.;K. Subramani , Bugra Çaskurlu, Alvaro Velasquez;2018;ALGOCLOUD;Conference and Workshop Papers;https://dblp.org/rec/conf/algocloud/SubramaniCV18;https://doi.org/10.1007/978-3-030-19759-9_1;1-Δεκ;;;;;10.1007/978-3-030-19759-9_1
conf/amlta/IsmailD21;2-s2.0-85103443490;Context-Based Zero Database Watermarking Scheme Based on Evolutionary Mechanism.;Ahmed A. Ismail, Saad M. Darwish;2021;AMLTA;Conference and Workshop Papers;https://dblp.org/rec/conf/amlta/IsmailD21;https://doi.org/10.1007/978-3-030-69717-4_94;1005-1015;;;;;10.1007/978-3-030-69717-4_94
conf/amw/HubmerPSS13;2-s2.0-84907889180;Efficient Updates of Uncertain Databases.;Andreas Hubmer, Reinhard Pichler, Vadim Savenkov, Sebastian Skritek;2013;AMW;Conference and Workshop Papers;https://dblp.org/rec/conf/amw/HubmerPSS13;https://ceur-ws.org/Vol-1087/paper9.pdf;;;;;;
conf/ant/WangC13;2-s2.0-84896928192;Evolution Feature Oriented Model Driven Product Line Engineering Approach for Synergistic and Dynamic Service Evolution in Clouds: Four Kinds of Schema.;Zhe Wang , Kevin Chalmers;2013;ANT/SEIT;Conference and Workshop Papers;https://dblp.org/rec/conf/ant/WangC13;https://doi.org/10.1016/j.procs.2013.06.120;889-894;;;;;10.1016/J.PROCS.2013.06.120
conf/ase-bigdata/ChangTWK15;2-s2.0-84960097628;Intelligent Adaptation to in-Cloud NoSQL Database Remote Backup between Data Centers.;Bao Rong Chang, Hsiu Fen Tsai, Yo-Ai Wang, Chin-Fu Kuo;2015;"ASE BD&amp;SI";Conference and Workshop Papers;https://dblp.org/rec/conf/ase-bigdata/ChangTWK15;https://doi.org/10.1145/2818869.2818892;4:1-4:6;;;;;10.1145/2818869.2818892
conf/asist/ThomerWT18;2-s2.0-85064486496;Supporting the long-term curation and migration of natural history museum collections databases.;Andrea K. Thomer, Nicholas M. Weber, Michael B. Twidale;2018;ASIST;Conference and Workshop Papers;https://dblp.org/rec/conf/asist/ThomerWT18;https://doi.org/10.1002/pra2.2018.14505501055;504-513;;;;;10.1002/PRA2.2018.14505501055
conf/asita/ColucciIMV21;2-s2.0-85124130125;A BIM-GIS Integrated Database to Support Planned Maintenance Activities of Historical Built Heritage.;Elisabetta Colucci, Emmanuele Iacono, Francesca Matrone, Gianvito Marino Ventura;2021;ASITA;Conference and Workshop Papers;https://dblp.org/rec/conf/asita/ColucciIMV21;https://doi.org/10.1007/978-3-030-94426-1_14;182-194;;;;;10.1007/978-3-030-94426-1_14
conf/asunam/KastrinRH16;2-s2.0-85006716964;Evolution of MEDLINE bibliographic database: Preliminary results.;Andrej Kastrin, Thomas C. Rindflesch, Dimitar Hristovski;2016;ASONAM;Conference and Workshop Papers;https://dblp.org/rec/conf/asunam/KastrinRH16;https://doi.org/10.1109/ASONAM.2016.7752305;644-646;;;;;10.1109/ASONAM.2016.7752305
conf/bdiot2/BrahmiaB0B21;2-s2.0-85135017089;Implicit JSON Schema Versioning Triggered by Temporal Updates to JSON-Based Big Data in the τJSchema Framework.;Zouhaier Brahmia, Safa Brahmia, Fabio Grandi , Rafik Bouaziz;2021;BDIoT;Conference and Workshop Papers;https://dblp.org/rec/conf/bdiot2/BrahmiaB0B21;https://doi.org/10.1007/978-3-031-07969-6_3;32-47;;;;;10.1007/978-3-031-07969-6_3
conf/bibm/Yuan0Z00C24;2-s2.0-85217281211;RNASite: A one-stop tool website that integrates multiple RNA modification site databases and servers.;Jiahao Yuan, Xingfeng Li , Zilong Zhang, Qingchen Zhang , Quan Zou , Feifei Cui;2024;BIBM;Conference and Workshop Papers;https://dblp.org/rec/conf/bibm/Yuan0Z00C24;https://doi.org/10.1109/BIBM62325.2024.10822116;2816-2820;;;;;10.1109/BIBM62325.2024.10822116
conf/bigcomp/KimKCYC18;2-s2.0-85048515968;Hardware Transactional Memory Based on Abort Prediction and Adaptive Retry Policy for Multi-Core In-Memory Databases.;Hyeong-Jin Kim, Mun-Hwan Kang, Yeon-Woo Chang, Min Yoon, Jae-Woo Chang;2018;BigComp;Conference and Workshop Papers;https://dblp.org/rec/conf/bigcomp/KimKCYC18;https://doi.org/10.1109/BigComp.2018.00061;367-374;;;;;10.1109/BIGCOMP.2018.00061
conf/bigda/BansalSS21;2-s2.0-85126193268;Journey of Database Migration from RDBMS to NoSQL Data Stores.;Neha Bansal, Kanika Soni, Shelly Sachdeva;2021;BDA;Conference and Workshop Papers;https://dblp.org/rec/conf/bigda/BansalSS21;https://doi.org/10.1007/978-3-030-96600-3_12;159-177;;;;;10.1007/978-3-030-96600-3_12
conf/bigdata/DeshmukhMP17;2-s2.0-85032356874;Adaptive Concurrent Query Execution Framework for an Analytical In-Memory Database System.;Harshad Deshmukh, Hakan Memisoglu, Jignesh M. Patel;2017;BigData Congress;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdata/DeshmukhMP17;https://doi.org/10.1109/BigDataCongress.2017.13;23-30;;;;;10.1109/BIGDATACONGRESS.2017.13
conf/bigdata/JiaZWGD16;2-s2.0-84994560127;Model Transformation and Data Migration from Relational Database to MongoDB.;Tianyu Jia, Xiaomeng Zhao, Zheng Wang , Dahan Gong, Guiguang Ding;2016;BigData Congress;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdata/JiaZWGD16;https://doi.org/10.1109/BigDataCongress.2016.16;60-67;;;;;10.1109/BIGDATACONGRESS.2016.16
conf/bigdata/YuJH15;2-s2.0-84959473154;Write Optimization Using Asynchronous Update on Out-of-Core Column-Store Databases in Map-Reduce.;Feng Yu , Eric S. Jones, Wen-Chi Hou;2015;BigData Congress;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdata/YuJH15;https://doi.org/10.1109/BigDataCongress.2015.117;720-723;;;;;10.1109/BIGDATACONGRESS.2015.117
conf/bigdataconf/KlettkeSSS16;2-s2.0-85015214779;NoSQL schema evolution and big data migration at scale.;Meike Klettke, Uta Störl, Manuel Shenavai, Stefanie Scherzinger;2016;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/KlettkeSSS16;https://doi.org/10.1109/BigData.2016.7840924;2764-2774;;;;;10.1109/BIGDATA.2016.7840924
conf/bigdataconf/KumarKS17;2-s2.0-85047753009;Cross-database mammographic image analysis through unsupervised domain adaptation.;Deepak Kumar , Chetan Kumar, Ming Shao;2017;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/KumarKS17;https://doi.org/10.1109/BigData.2017.8258419;4035-4042;;;;;10.1109/BIGDATA.2017.8258419
conf/bigdataconf/MollerKS20;2-s2.0-85103823855;EvoBench - A Framework for Benchmarking Schema Evolution in NoSQL.;Mark Lukas Möller, Meike Klettke, Uta Störl;2020;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/MollerKS20;https://doi.org/10.1109/BigData50022.2020.9378278;1974-1984;;;;;10.1109/BIGDATA50022.2020.9378278
conf/bigdataconf/MullerBKP13;2-s2.0-84893287982;Workload-aware aggregate maintenance in columnar in-memory databases.;Stephan Müller , Lars Butzmann, Stefan Klauck, Hasso Plattner;2013;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/MullerBKP13;https://doi.org/10.1109/BigData.2013.6691699;62-69;;;;;10.1109/BIGDATA.2013.6691699
conf/bigdataconf/StonebrakerDB16;2-s2.0-85015237295;Database decay and how to avoid it.;Michael Stonebraker, Dong Deng , Michael L. Brodie;2016;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/StonebrakerDB16;https://doi.org/10.1109/BigData.2016.7840584;Ιουλ-16;;;;;10.1109/BIGDATA.2016.7840584
conf/bigdataconf/Suarez-OteroMST20;2-s2.0-85103828029;Maintaining NoSQL Database Quality During Conceptual Model Evolution.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2020;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/Suarez-OteroMST20;https://doi.org/10.1109/BigData50022.2020.9378228;2043-2048;;;;;10.1109/BIGDATA50022.2020.9378228
conf/bigdataconf/WangAGd18;2-s2.0-85062643711;Adaptive Time, Monetary Cost Aware Query Optimization on Cloud Database Systems.;"Chenxiao Wang, Zach Arani, Le Gruenwald, Laurent d&apos;Orazio";2018;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/WangAGd18;https://doi.org/10.1109/BigData.2018.8622401;3374-3382;;;;;10.1109/BIGDATA.2018.8622401
conf/bigdataservice/ShimadaAH15;2-s2.0-84959559722;An Evolutionary Rule Mining Method for Continuous Value Prediction from Incomplete Database and Its Application Utilizing Artificial Missing Values.;Kaoru Shimada, Takaaki Arahira, Takashi Hanioka;2015;BigDataService;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataservice/ShimadaAH15;https://doi.org/10.1109/BigDataService.2015.51;392-399;;;;;10.1109/BIGDATASERVICE.2015.51
conf/bigdataservice/YangMC15;2-s2.0-84959484138;An Evolutionary Algorithm for Column Family Schema Optimization in HBase.;Fangzhou Yang, Dragan Milosevic, Jian Cao;2015;BigDataService;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataservice/YangMC15;https://doi.org/10.1109/BigDataService.2015.20;439-445;;;;;10.1109/BIGDATASERVICE.2015.20
conf/birthday/Hegner12;2-s2.0-84857580493;Independent Update Reflections on Interdependent Database Views.;Stephen J. Hegner;2012;Conceptual Modelling and Its Theoretical Foundations;Conference and Workshop Papers;https://dblp.org/rec/conf/birthday/Hegner12;https://doi.org/10.1007/978-3-642-28279-9_9;101-115;;;;;10.1007/978-3-642-28279-9_9
conf/bis/LopezBG14;2-s2.0-84904561924;Data State Description for the Migration to Activity-Centric Business Process Model Maintaining Legacy Databases.;María Teresa Gómez-López, Diana Borrego, Rafael M. Gasca;2014;BIS;Conference and Workshop Papers;https://dblp.org/rec/conf/bis/LopezBG14;https://doi.org/10.1007/978-3-319-06695-0_8;86-97;;;;;10.1007/978-3-319-06695-0_8
conf/blackseecom/KocaogluOA13;2-s2.0-84890108922;Effect of channel conditions on inventory database update in supply chains.;Murat Kocaoglu, Cuneyt Oksuz, Özgür B. Akan;2013;BlackSeaCom;Conference and Workshop Papers;https://dblp.org/rec/conf/blackseecom/KocaogluOA13;https://doi.org/10.1109/BlackSeaCom.2013.6623419;252-256;;;;;10.1109/BLACKSEACOM.2013.6623419
conf/bmei/WuLZZ16;2-s2.0-85016038761;A study of the adapting schematics for text-independent online writer identification.;Yabei Wu, Huan-zhang Lu, Zhi-Yong Zhang, Fei Zhao;2016;CISP-BMEI;Conference and Workshop Papers;https://dblp.org/rec/conf/bmei/WuLZZ16;https://doi.org/10.1109/CISP-BMEI.2016.7852856;987-992;;;;;10.1109/CISP-BMEI.2016.7852856
conf/bncod/SavenkovPK13;2-s2.0-84879941036;Loop Elimination for Database Updates.;Vadim Savenkov, Reinhard Pichler, Christoph Koch;2013;BNCOD;Conference and Workshop Papers;https://dblp.org/rec/conf/bncod/SavenkovPK13;https://doi.org/10.1007/978-3-642-39467-6_8;48-61;;;;;10.1007/978-3-642-39467-6_8
conf/bpm/ChiaoKR12;2-s2.0-84873183126;Schema Evolution in Object and Process-Aware Information Systems: Issues and Challenges.;Carolina Ming Chiao, Vera Künzle, Manfred Reichert;2012;Business Process Management Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/bpm/ChiaoKR12;https://doi.org/10.1007/978-3-642-36285-9_37;328-339;;;;;10.1007/978-3-642-36285-9_37
conf/bracis/PontesVL16;2-s2.0-85015204495;SSDP: A Simple Evolutionary Approach for Top-K Discriminative Patterns in High Dimensional Databases.;Tarcisio Pontes, Renato Vimieiro, Teresa Bernarda Ludermir;2016;BRACIS;Conference and Workshop Papers;https://dblp.org/rec/conf/bracis/PontesVL16;https://doi.org/10.1109/BRACIS.2016.072;361-366;;;;;10.1109/BRACIS.2016.072
conf/btw/HauboldSSD17;2-s2.0-85026647985;ControVol Flex: Flexible Schema Evolution for NoSQL Application Development.;Florian Haubold, Johannes Schildgen, Stefanie Scherzinger, Stefan Deßloch;2017;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/HauboldSSD17;https://dl.gi.de/handle/20.500.12116/664;601-604;;;;;
conf/btw/KuhrtSWG25;2-s2.0-105037456114;Adaptive sorting for large keys, strings, and database rows.;Marius Kuhrt, Bernhard Seeger, Sebastian Wild, Goetz Graefe;2025;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/KuhrtSWG25;https://doi.org/10.18420/BTW2025-10;217-239;;;;;10.18420/BTW2025-10
conf/btw/ScherzingerKS15;2-s2.0-85018181175;Cleager: Eager Schema Evolution in NoSQL Document Stores.;Stefanie Scherzinger, Meike Klettke, Uta Störl;2015;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/ScherzingerKS15;https://dl.gi.de/handle/20.500.12116/2440;659-662;;;;;
conf/btw/StolzeBM19;2-s2.0-85072127315;Partial Reload of Incrementally Updated Tables in Analytic Database Accelerators.;Knut Stolze, Felix Beier, Jens Müller;2019;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/StolzeBM19;https://doi.org/10.18420/btw2019-27;453-463;;;;;10.18420/BTW2019-27
conf/btw/VogelsgesangML019;2-s2.0-85072101871;Domain Query Optimization: Adapting the General-Purpose Database System Hyper for Tableau Workloads.;Adrian Vogelsgesang, Tobias Mühlbauer, Viktor Leis, Thomas Neumann , Alfons Kemper;2019;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/VogelsgesangML019;https://doi.org/10.18420/btw2019-19;313-333;;;;;10.18420/BTW2019-19
conf/btw/WingerathGFWR17;2-s2.0-85072766449;The Case For Change Notifications in Pull-Based Databases.;Wolfram Wingerath, Felix Gessert, Steffen Friedrich, Erik Witt, Norbert Ritter;2017;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/WingerathGFWR17;https://dl.gi.de/handle/20.500.12116/923;269-278;;;;;
conf/c2si/AydinLO23;2-s2.0-85161233049;An Updated Database of $\mathbb {Z}_4$ Codes and an Open Problem About Quasi-cyclic Codes.;Nuh Aydin, Yiyang Lu, Vishad R. Onta;2023;C2SI;Conference and Workshop Papers;https://dblp.org/rec/conf/c2si/AydinLO23;https://doi.org/10.1007/978-3-031-33017-9_24;395-406;;;;;10.1007/978-3-031-33017-9_24
conf/caise/BrummermannKS13;2-s2.0-84879877403;Managing the Evolution and Customization of Database Schemas in Information System Ecosystems.;Hendrik Brummermann, Markus Keunecke, Klaus Schmid;2013;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/BrummermannKS13;https://doi.org/10.1007/978-3-642-38709-8_27;417-432;;;;;10.1007/978-3-642-38709-8_27
conf/caise/GilletL24;2-s2.0-85195575253;CDMiA: Revealing Impacts of Data Migrations on Schemas in Multi-model Systems.;Annabelle Gillet, Éric Leclercq;2024;CAiSE Forum;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/GilletL24;https://doi.org/10.1007/978-3-031-61000-4_14;120-128;;;;;10.1007/978-3-031-61000-4_14
conf/caise/MalhotraMNL14;2-s2.0-84903189415;Towards a Form Based Dynamic Database Schema Creation and Modification System.;Kunal Malhotra, Shibani Medhekar, Shamkant B. Navathe, M. D. David Laborde;2014;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/MalhotraMNL14;https://doi.org/10.1007/978-3-319-07881-6_40;595-609;;;;;10.1007/978-3-319-07881-6_40
conf/caise/MollerSKS20;2-s2.0-85091268895;Why It Is Time for Yet Another Schema Evolution Benchmark - Visionary Paper.;Mark Lukas Möller, Stefanie Scherzinger, Meike Klettke, Uta Störl;2020;CAiSE Forum;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/MollerSKS20;https://doi.org/10.1007/978-3-030-58135-0_10;113-125;;;;;10.1007/978-3-030-58135-0_10
conf/caise/SkoulisVZ14;2-s2.0-84903195203;"Open-Source Databases: Within, Outside, or Beyond Lehman&apos;s Laws of Software Evolution?";Ioannis Skoulis, Panos Vassiliadis, Apostolos V. Zarras;2014;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/SkoulisVZ14;https://doi.org/10.1007/978-3-319-07881-6_26;379-393;;;;;10.1007/978-3-319-07881-6_26
conf/caise/VassiliadisZ17;2-s2.0-85021226606;Survival in Schema Evolution: Putting the Lives of Survivor and Dead Tables in Counterpoint.;Panos Vassiliadis, Apostolos V. Zarras;2017;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/VassiliadisZ17;https://doi.org/10.1007/978-3-319-59536-8_21;333-347;;;;;10.1007/978-3-319-59536-8_21
conf/cceai/ZhaoYD24;2-s2.0-85188248367;Tuning Database Parameters Using Query Perception and Evolutionary Reinforcement Learning.;Zunhan Zhao, Wen Ye , Peiyu Duan;2024;CCEAI;Conference and Workshop Papers;https://dblp.org/rec/conf/cceai/ZhaoYD24;https://doi.org/10.1145/3640824.3640869;52-59;;;;;10.1145/3640824.3640869
conf/cec/DhifliCE17;2-s2.0-85027884656;An evolutionary schema for mining skyline clusters of attributed graph data.;Wajdi Dhifli, Noemie Oliveira Da Costa, Mohamed Elati;2017;CEC;Conference and Workshop Papers;https://dblp.org/rec/conf/cec/DhifliCE17;https://doi.org/10.1109/CEC.2017.7969559;2102-2109;;;;;10.1109/CEC.2017.7969559
conf/cec/MoncaoCQRLVL13;2-s2.0-84881606093;Shrinking a database to perform SQL mutation tests using an evolutionary algorithm.;Ana Claudia Bastos Loureiro Monção, Celso G. Camilo-Junior, Leonardo T. Queiroz, Cássio L. Rodrigues, Plínio de Sá Leitão Júnior, Auri M. R. Vincenzi;2013;IEEE Congress on Evolutionary Computation;Conference and Workshop Papers;https://dblp.org/rec/conf/cec/MoncaoCQRLVL13;https://doi.org/10.1109/CEC.2013.6557874;2533-2539;;;;;10.1109/CEC.2013.6557874
conf/cec/TamNLL17;2-s2.0-85028512996;Improved activation schema on Automatic Clustering using Differential Evolution algorithm.;Hiu-Hin Tam, Sin Chun Ng, Andrew K. Lui, Man-Fai Leung;2017;CEC;Conference and Workshop Papers;https://dblp.org/rec/conf/cec/TamNLL17;https://doi.org/10.1109/CEC.2017.7969513;1749-1756;;;;;10.1109/CEC.2017.7969513
conf/cgc/CostaS13;2-s2.0-84893331032;Adaptive Query Processing in Cloud Database Systems.;Clayton Maciel Costa, António Luís Sousa;2013;CGC;Conference and Workshop Papers;https://dblp.org/rec/conf/cgc/CostaS13;https://doi.org/10.1109/CGC.2013.39;201-202;;;;;10.1109/CGC.2013.39
conf/cicsyn/KarnitisA15;2-s2.0-84962052923;Migration of Relational Database to Document-Oriented Database: Structure Denormalization and Data Transformation.;Girts Karnitis, Guntis Arnicans;2015;CICSyN;Conference and Workshop Papers;https://dblp.org/rec/conf/cicsyn/KarnitisA15;https://doi.org/10.1109/CICSyN.2015.30;113-118;;;;;10.1109/CICSYN.2015.30
conf/cidr/BleifussBKNS19;2-s2.0-85084016156;DBChEx: Interactive Exploration of Data and Schema Change.;Tobias Bleifuß, Leon Bornemann, Dmitri V. Kalashnikov, Felix Naumann, Divesh Srivastava;2019;CIDR;Conference and Workshop Papers;https://dblp.org/rec/conf/cidr/BleifussBKNS19;http://cidrdb.org/cidr2019/papers/p65-bleifuss-cidr19.pdf;;;;;;
conf/cidr/ChenGN11;2-s2.0-80053533280;Rethinking Database Algorithms for Phase Change Memory.;Shimin Chen, Phillip B. Gibbons, Suman Nath;2011;CIDR;Conference and Workshop Papers;https://dblp.org/rec/conf/cidr/ChenGN11;http://cidrdb.org/cidr2011/Papers/CIDR11_Paper3.pdf;21-31;;;;;
conf/cidr/LiuCOEEFK24;2-s2.0-105029810723;Towards Resource-adaptive Query Execution in Cloud Native Databases.;Rui Liu , Jun Hyuk Chang, Riki Otaki, Zhe Heng Eng, Aaron J. Elmore, Michael J. Franklin, Sanjay Krishnan;2024;CIDR;Conference and Workshop Papers;https://dblp.org/rec/conf/cidr/LiuCOEEFK24;https://www.cidrdb.org/cidr2024/papers/p34-liu.pdf;;;;;;
