,search_terms,term_1,term_2,title,authors,year,venue,type,key,url,ee,pages,volume,number,publisher,isbn,doi
2129,Database Update,Database,Update,MultitaskProtDB-II: an update of a database of multitasking/moonlighting proteins.,"['Luís Franco-Serrano', 'Sergio Hernández', 'Alejandra Calvo', 'María A. Severi', 'Gabriela Ferragut', 'JosepAntoni Perez-Pons', 'Jaume Piñol', 'Òscar Pich', 'Angel Mozo-Villarias', 'Isaac Amela', 'Enrique Querol', 'Juan Cedano']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/Franco-SerranoH18,https://dblp.org/rec/journals/nar/Franco-SerranoH18,https://doi.org/10.1093/nar/gkx1066,D645-D648,46,Database-Issue,,,10.1093/NAR/GKX1066
2130,Database Update,Database,Update,"rSNPBase 3.0: an updated database of SNP-related regulatory elements, element-gene pairs and SNP-based gene regulatory networks.","['Liyuan Guo', 'Jing Wang 0003']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/Guo018,https://dblp.org/rec/journals/nar/Guo018,https://doi.org/10.1093/nar/gkx1101,D1111-D1116,46,Database-Issue,,,10.1093/NAR/GKX1101
2131,Database Update,Database,Update,JASPAR 2018: update of the open-access database of transcription factor binding profiles and its web framework.,"['Aziz Khan 0001', 'Oriol Fornes', 'Arnaud Stigliani', 'Marius Gheorghe', 'Jaime Abraham Castro-Mondragón', 'Robin van der Lee', 'Adrien Bessy', 'Jeanne Chèneby', 'Shubhada R. Kulkarni', 'Ge Tan', 'Damir Baranasic', 'David J. Arenillas', 'Albin Sandelin', 'Klaas Vandepoele', 'Boris Lenhard', 'Benoît Ballester', 'Wyeth W. Wasserman', 'François Parcy', 'Anthony Mathelier']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/KhanFSGCLBCKTBA18,https://dblp.org/rec/journals/nar/KhanFSGCLBCKTBA18,https://doi.org/10.1093/nar/gkx1126,D260-D266,46,Database-Issue,,,10.1093/NAR/GKX1126
2132,Database Update,Database,Update,JASPAR 2018: update of the open-access database of transcription factor binding profiles and its web framework.,"['Aziz Khan 0001', 'Oriol Fornes', 'Arnaud Stigliani', 'Marius Gheorghe', 'Jaime Abraham Castro-Mondragón', 'Robin van der Lee', 'Adrien Bessy', 'Jeanne Chèneby', 'Shubhada R. Kulkarni', 'Ge Tan', 'Damir Baranasic', 'David J. Arenillas', 'Albin Sandelin', 'Klaas Vandepoele', 'Boris Lenhard', 'Benoît Ballester', 'Wyeth W. Wasserman', 'François Parcy', 'Anthony Mathelier']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/KhanFSGCLBCKTBA18a,https://dblp.org/rec/journals/nar/KhanFSGCLBCKTBA18a,https://doi.org/10.1093/nar/gkx1188,D1284,46,Database-Issue,,,10.1093/NAR/GKX1188
2133,Database Update,Database,Update,Therapeutic target database update 2018: enriched resource for facilitating bench-to-clinic research of targeted therapeutics.,"['Ying Hong Li 0002', 'Chun Yan Yu', 'Xiao Xu Li', 'Peng Zhang 0033', 'Jing Tang', 'Qingxia Yang', 'Tingting Fu', 'Xiaoyu Zhang', 'Xuejiao Cui', 'Gao Tu', 'Yang Zhang 0125', 'Shuang Li', 'Fengyuan Yang', 'Qiu Sun', 'Chu Qin', 'Xian Zeng', 'Zhe Chen', 'Yuzong Chen 0002', 'Feng Zhu 0004']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/LiYLZTYFZCTZLYS18,https://dblp.org/rec/journals/nar/LiYLZTYFZCTZLYS18,https://doi.org/10.1093/nar/gkx1076,D1121-D1127,46,Database-Issue,,,10.1093/NAR/GKX1076
2134,Database Update,Database,Update,The Pancreatic Expression Database: 2018 update.,"['Jacek Marzec', 'Abu Z. Dayem Ullah', 'Stefano Pirrò', 'Emanuela Gadaleta', 'Tatjana Crnogorac-Jurcevic', 'Nicholas R. Lemoine', 'Hemant M. Kocher', 'Claude Chelala']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/MarzecUPGCLKC18,https://dblp.org/rec/journals/nar/MarzecUPGCLKC18,https://doi.org/10.1093/nar/gkx955,D1107-D1110,46,Database-Issue,,,10.1093/NAR/GKX955
2135,Database Update,Database,Update,lncRNASNP2: an updated database of functional SNPs and mutations in human and mouse lncRNAs.,"['Ya-Ru Miao', 'Wei Liu 0032', 'Qiong Zhang', 'An-Yuan Guo']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/Miao0ZG18,https://dblp.org/rec/journals/nar/Miao0ZG18,https://doi.org/10.1093/nar/gkx1004,D276-D280,46,Database-Issue,,,10.1093/NAR/GKX1004
2136,Database Update,Database,Update,Human Ageing Genomic Resources: new and updated databases.,"['Robi Tacutu', 'Daniel Thornton', 'Emily Johnson 0002', 'Arie Budovsky', 'Diogo Barardo', 'Thomas Craig', 'Eugene Diana', 'Gilad Lehmann', 'Dmitri Toren', 'Jingwei Wang', 'Vadim E. Fraifeld', 'João Pedro de Magalhães']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/TacutuTJBBCDLTW18,https://dblp.org/rec/journals/nar/TacutuTJBBCDLTW18,https://doi.org/10.1093/nar/gkx1042,D1083-D1090,46,Database-Issue,,,10.1093/NAR/GKX1042
2137,Database Update,Database,Update,DrugBank 5.0: a major update to the DrugBank database for 2018.,"['David S. Wishart', 'Yannick D. Feunang', 'An Chi Guo', 'Elvis J. Lo', 'Ana Marcu', 'Jason R. Grant', 'Tanvir Sajed', 'Daniel Johnson', 'Carin Li', 'Zinat Sayeeda', 'Nazanin Assempour', 'Ithayavani Iynkkaran', 'Yifeng Liu 0001', 'Adam Maciejewski', 'Nicola Gale', 'Alex Wilson', 'Lucy Chin', 'Ryan Cummings', 'Diana Le', 'Allison Pon', 'Craig Knox', 'Michael Wilson 0002']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/WishartFGLMGSJL18,https://dblp.org/rec/journals/nar/WishartFGLMGSJL18,https://doi.org/10.1093/nar/gkx1037,D1074-D1082,46,Database-Issue,,,10.1093/NAR/GKX1037
2138,Database Update,Database,Update,TADB 2.0: an updated database of bacterial type II toxin-antitoxin loci.,"['Yingzhou Xie', 'Yiqing Wei', 'Yue Shen', 'Xiaobin Li 0004', 'Hao Zhou', 'Cui Tai', 'Zixin Deng', 'Hong-Yu Ou']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/XieWSLZTDO18,https://dblp.org/rec/journals/nar/XieWSLZTDO18,https://doi.org/10.1093/nar/gkx1033,D749-D753,46,Database-Issue,,,10.1093/NAR/GKX1033
2139,Database Update,Database,Update,"Updates to the RNA mapping database (RMDB), version 2.","['Joseph D. Yesselman', 'Siqi Tian', 'Xin Liu 0028', 'Lei Shi', 'Jin Billy Li', 'Rhiju Das']",2018,Nucleic Acids Res.,Journal Articles,journals/nar/YesselmanTLSLD18,https://dblp.org/rec/journals/nar/YesselmanTLSLD18,https://doi.org/10.1093/nar/gkx873,D375-D379,46,Database-Issue,,,10.1093/NAR/GKX873
2140,Database Update,Database,Update,Answering FO+MOD Queries under Updates on Bounded Degree Databases.,"['Christoph Berkholz', 'Jens Keppeler', 'Nicole Schweikardt']",2018,ACM Trans. Database Syst.,Journal Articles,journals/tods/BerkholzKS18,https://dblp.org/rec/journals/tods/BerkholzKS18,https://doi.org/10.1145/3232056,7:1-7:32,43,2,,,10.1145/3232056
2141,Database Update,Database,Update,"MiRIAD update: using alternative polyadenylation, protein interaction network analysis and additional species to enhance exploration of the role of intragenic miRNAs and their host genes.","['Christian Hinske', 'Felipe R. C. dos Santos', 'Daniel T. Ohara', 'Lucila Ohno-Machado', 'Simone Kreth', 'Pedro A. F. Galante']",2017,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/HinskeSOOKG17,https://dblp.org/rec/journals/biodb/HinskeSOOKG17,https://doi.org/10.1093/database/bax053,bax053,2017,,,,10.1093/DATABASE/BAX053
2142,Database Update,Database,Update,ABCMdb reloaded: updates on mutations in ATP binding cassette proteins.,"['Hedvig Tordai', 'Kristóf Jakab', 'Gergely Gyimesi', 'Kinga András', 'Anna Brózik', 'Balázs Sarkadi', 'Tamás Hegedüs']",2017,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/TordaiJGAB17,https://dblp.org/rec/journals/biodb/TordaiJGAB17,https://doi.org/10.1093/database/bax023,bax023,2017,,,,10.1093/DATABASE/BAX023
2143,Database Update,Database,Update,The BioGRID interaction database: 2017 update.,"['Andrew Chatr-aryamontri', 'Rose Oughtred', 'Lorrie Boucher', 'Jennifer M. Rust', 'Christie S. Chang', 'Nadine Kolas', 'Lara O&apos;Donnell', 'Sara Oster', 'Chandra L. Theesfeld', 'Adnane Sellam', 'Chris Stark', 'Bobby-Joe Breitkreutz', 'Kara Dolinski', 'Mike Tyers']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/Chatr-aryamontri17,https://dblp.org/rec/journals/nar/Chatr-aryamontri17,https://doi.org/10.1093/nar/gkw1102,D369-D379,45,Database-Issue,,,10.1093/NAR/GKW1102
2144,Database Update,Database,Update,OGEE v2: an update of the online gene essentiality database with special focus on differentially essential genes in human cancer cell lines.,"['Wei-Hua Chen', 'Guanting Lu', 'Xiao Chen', 'Xing-Ming Zhao', 'Peer Bork']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/ChenLCZB17,https://dblp.org/rec/journals/nar/ChenLCZB17,https://doi.org/10.1093/nar/gkw1013,D940-D944,45,Database-Issue,,,10.1093/NAR/GKW1013
2145,Database Update,Database,Update,The Comparative Toxicogenomics Database: update 2017.,"['Allan Peter Davis', 'Cynthia J. Grondin', 'Robin J. Johnson', 'Daniela Sciaky', 'Benjamin L. King', 'Roy McMorran', 'Jolene Wiegers', 'Thomas C. Wiegers', 'Carolyn J. Mattingly']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/DavisGJSKMWWM17,https://dblp.org/rec/journals/nar/DavisGJSKMWWM17,https://doi.org/10.1093/nar/gkw838,D972-D978,45,Database-Issue,,,10.1093/NAR/GKW838
2146,Database Update,Database,Update,The Papillomavirus Episteme: a major update to the papillomavirus sequence database.,"['Koenraad Van Doorslaer', 'Zhiwen Li', 'Sandhya Xirasagar', 'Piet Maes', 'David Kaminsky', 'David Liou', 'Qiang Sun', 'Ramandeep Kaur', 'Yentram Huyen', 'Alison A. McBride']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/DoorslaerLXMKLS17,https://dblp.org/rec/journals/nar/DoorslaerLXMKLS17,https://doi.org/10.1093/nar/gkw879,D499-D506,45,Database-Issue,,,10.1093/NAR/GKW879
2147,Database Update,Database,Update,The mouse Gene Expression Database (GXD): 2017 update.,"['Jacqueline H. Finger', 'Constance M. Smith', 'Terry F. Hayamizu', 'Ingeborg J. McCright', 'Jingxia Xu', 'Meiyee Law', 'David R. Shaw', 'Richard M. Baldarelli', 'Jon S. Beal', 'Olin Blodgett', 'Jeff Campbell', 'Lori E. Corbani', 'Jill R. Lewis', 'Kim L. Forthofer', 'Pete J. Frost', 'Sharon C. Giannatto', 'Lucie N. Hutchins', 'Dave Miers', 'Howie Motenko', 'Kevin R. Stone', 'Janan T. Eppig', 'James A. Kadin', 'Joel E. Richardson', 'Martin Ringwald']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/FingerSHMXLSBBB17,https://dblp.org/rec/journals/nar/FingerSHMXLSBBB17,https://doi.org/10.1093/nar/gkw1073,D730-D736,45,Database-Issue,,,10.1093/NAR/GKW1073
2148,Database Update,Database,Update,FlyRNAi.org - the database of the Drosophila RNAi screening center and transgenic RNAi project: 2017 update.,"['Yanhui Hu', 'Aram Comjean', 'Charles Roesel', 'Arunachalam Vinayagam', 'Ian Flockhart', 'Jonathan Zirin', 'Lizabeth Perkins', 'Norbert Perrimon', 'Stephanie E. Mohr']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/HuCRVFZPPM17,https://dblp.org/rec/journals/nar/HuCRVFZPPM17,https://doi.org/10.1093/nar/gkw977,D672-D678,45,Database-Issue,,,10.1093/NAR/GKW977
2149,Database Update,Database,Update,ATGC database and ATGC-COGs: an updated resource for micro- and macro-evolutionary studies of prokaryotic genomes and protein family annotation.,"['David M. Kristensen', 'Yuri I. Wolf', 'Eugene V. Koonin']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/KristensenWK17,https://dblp.org/rec/journals/nar/KristensenWK17,https://doi.org/10.1093/nar/gkw934,D210-D218,45,Database-Issue,,,10.1093/NAR/GKW934
2150,Database Update,Database,Update,"Rice SNP-seek database update: new SNPs, indels, and queries.","['Locedie Mansueto', 'Roven Rommel Fuentes', 'Frances Nikki Borja', 'Jeffery Detras', 'Juan Miguel Abriol-Santos', 'Dmytro Chebotarov', 'Millicent Sanciangco', 'Kevin Palis', 'Dario Copetti', 'Alexandre Poliakov', 'Inna Dubchak', 'Victor V. Solovyev', 'Rod A. Wing', 'Ruaraidh Sackville Hamilton', 'Ramil Mauleon', 'Kenneth L. McNally', 'Nickolai Alexandrov']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/MansuetoFBDACSP17,https://dblp.org/rec/journals/nar/MansuetoFBDACSP17,https://doi.org/10.1093/nar/gkw1135,D1075-D1081,45,Database-Issue,,,10.1093/NAR/GKW1135
2151,Database Update,Database,Update,Genomes OnLine Database (GOLD) v.6: data updates and feature enhancements.,"['Supratim Mukherjee', 'Dimitri Stamatis', 'Jon Bertsch', 'Galina Ovchinnikova', 'Olena Verezemska', 'Michelle Isbandi', 'Alex D. Thomas', 'Rida Ali', 'Kaushal Sharma', 'Nikos Kyrpides', 'T. B. K. Reddy']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/MukherjeeSBOVIT17,https://dblp.org/rec/journals/nar/MukherjeeSBOVIT17,https://doi.org/10.1093/nar/gkw992,D446-D456,45,Database-Issue,,,10.1093/NAR/GKW992
2152,Database Update,Database,Update,LincSNP 2.0: an updated database for linking disease-associated SNPs to human long non-coding RNAs and their TFBSs.,"['Shangwei Ning', 'Ming Yue 0003', 'Peng Wang 0082', 'Yue Liu', 'Hui Zhi', 'Yan Zhang', 'Jizhou Zhang', 'Yue Gao 0004', 'Maoni Guo', 'Dianshuang Zhou', 'Xin Li', 'Xia Li 0004']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/NingYWLZZZGGZLL17,https://dblp.org/rec/journals/nar/NingYWLZZZGGZLL17,https://doi.org/10.1093/nar/gkw945,D74-D78,45,Database-Issue,,,10.1093/NAR/GKW945
2153,Database Update,Database,Update,DisProt 7.0: a major update of the database of disordered proteins.,"['Damiano Piovesan', 'Francesco Tabaro', 'Ivan Micetic', 'Marco Necci', 'Federica Quaglia', 'Christopher J. Oldfield', 'Maria Cristina Aspromonte', 'Norman E. Davey', 'Radoslav Davidovic', 'Zsuzsanna Dosztányi', 'Arne Elofsson', 'Alessandra Gasparini', 'András Hatos', 'Andrey V. Kajava', 'Lajos Kalmár', 'Emanuela Leonardi', 'Tamas Lazar', 'Sandra Macedo-Ribeiro', 'Mauricio Macossay-Castillo', 'Attila Meszaros', 'Giovanni Minervini', 'Nikoletta Murvai', 'Jordi Pujols', 'Daniel B. Roche', 'Edoardo Salladini', 'Éva Schád', 'Antoine Schramm', 'Beáta Szabó', 'Ágnes Tantos', 'Fiorella Tonello', 'Konstantinos D. Tsirigos', 'Nevena Veljkovic', 'Salvador Ventura', 'Wim F. Vranken', 'Per Warholm', 'Vladimir N. Uversky', 'A. Keith Dunker', 'Sonia Longhi', 'Peter Tompa', 'Silvio C. E. Tosatto']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/PiovesanTMNQOAD17,https://dblp.org/rec/journals/nar/PiovesanTMNQOAD17,https://doi.org/10.1093/nar/gkw1056,D219-D227,45,Database-Issue,,,10.1093/NAR/GKW1056
2154,Database Update,Database,Update,TcoF-DB v2: update of the database of human and mouse transcription co-factors and transcription factor interactions.,"['Sebastian Schmeier', 'Tanvir Alam', 'Magbubah Essack', 'Vladimir B. Bajic']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/SchmeierAEB17,https://dblp.org/rec/journals/nar/SchmeierAEB17,https://doi.org/10.1093/nar/gkw1007,D145-D150,45,Database-Issue,,,10.1093/NAR/GKW1007
2155,Database Update,Database,Update,The UCSC Genome Browser database: 2017 update.,"['Cath Tyner', 'Galt P. Barber', 'Jonathan Casper', 'Hiram Clawson', 'Mark Diekhans', 'Christopher Eisenhart', 'Clayton M. Fischer', 'David Gibson', 'Jairo Navarro Gonzalez', 'Luvina Guruvadoo', 'Maximilian Haeussler', 'Steven G. Heitner', 'Angie S. Hinrichs', 'Donna Karolchik', 'Brian T. Lee', 'Christopher M. Lee', 'Parisa Nejad', 'Brian J. Raney', 'Kate R. Rosenbloom', 'Matthew L. Speir', 'Chris Villarreal', 'John Vivian', 'Ann S. Zweig', 'David Haussler', 'Michael Kuhn 0004', 'W. James Kent']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/TynerBCCDEFGGGH17,https://dblp.org/rec/journals/nar/TynerBCCDEFGGGH17,https://doi.org/10.1093/nar/gkw1134,D626-D634,45,Database-Issue,,,10.1093/NAR/GKW1134
2156,Database Update,Database,Update,PIECE 2.0: an update for the plant gene structure comparison and evolution database.,"['Yi Wang 0052', 'Ling Xu', 'Roger Thilmony', 'Frank M. You', 'Yong Qiang Gu', 'Devin Coleman-Derr']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/WangXTYGC17,https://dblp.org/rec/journals/nar/WangXTYGC17,https://doi.org/10.1093/nar/gkw935,1015-1020,45,Database-Issue,,,10.1093/NAR/GKW935
2157,Database Update,Database,Update,Erratum: DisProt 7.0: a major update of the database of disordered proteins.,[],2017,Nucleic Acids Res.,Journal Articles,journals/nar/X17b,https://dblp.org/rec/journals/nar/X17b,https://doi.org/10.1093/nar/gkw1279,D1123-D1124,45,Database-Issue,,,10.1093/NAR/GKW1279
2158,Database Update,Database,Update,DiseaseMeth version 2.0: a major expansion and update of the human disease methylation database.,"['Yichun Xiong', 'Yanjun Wei', 'Yue Gu', 'Shumei Zhang', 'Jie Lyu 0002', 'Bin Zhang', 'Chuangeng Chen', 'Jiang Zhu', 'Yihan Wang', 'Hongbo Liu 0004', 'Yan Zhang 0016']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/XiongWGZLZCZWLZ17,https://dblp.org/rec/journals/nar/XiongWGZLZCZWLZ17,https://doi.org/10.1093/nar/gkw1123,D888-D895,45,Database-Issue,,,10.1093/NAR/GKW1123
2159,Database Update,Database,Update,dbDEMC 2.0: updated database of differentially expressed miRNAs in human cancers.,"['Zhen Yang 0030', 'Liangcai Wu', 'Anqiang Wang', 'Wei Tang', 'Yi Zhao 0013', 'Haitao Zhao', 'Andrew E. Teschendorff']",2017,Nucleic Acids Res.,Journal Articles,journals/nar/YangWWTZZT17,https://dblp.org/rec/journals/nar/YangWWTZZT17,https://doi.org/10.1093/nar/gkw1079,D812-D818,45,Database-Issue,,,10.1093/NAR/GKW1079
2160,Database Update,Database,Update,GeneBase 1.1: a tool to summarize data from NCBI gene datasets and its application to an update of human gene statistics.,"['Allison Piovesan', 'Maria Caracausi', 'Francesca Antonaros', 'Maria Chiara Pelleri', 'Lorenza Vitale']",2016,Database J. Biol. Databases Curation,Journal Articles,journals/biodb/PiovesanCAPV16,https://dblp.org/rec/journals/biodb/PiovesanCAPV16,https://doi.org/10.1093/database/baw153,,2016,,,,10.1093/DATABASE/BAW153
2161,Database Update,Database,Update,"MaizeGDB update: new tools, data and interface for the maize model organism database.","['Carson M. Andorf', 'Ethalinda K. S. Cannon', 'John L. Portwood II', 'Jack M. Gardiner', 'Lisa C. Harper', 'Mary L. Schaeffer', 'Bremen L. Braun', 'Darwin A. Campbell', 'Abhinav G. Vinnakota', 'Venktanaga V. Sribalusu', 'Miranda Huerta', 'Kyoung Tak Cho', 'Kokulapalan Wimalanathan', 'Jacqueline D. Richter', 'Emily D. Mauch', 'Bhavani S. Rao', 'Scott M. Birkett', 'Taner Z. Sen', 'Carolyn J. Lawrence-Dill']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/AndorfCPGHSBCVS16,https://dblp.org/rec/journals/nar/AndorfCPGHSBCVS16,https://doi.org/10.1093/nar/gkv1007,1195-1201,44,Database-Issue,,,10.1093/NAR/GKV1007
2162,Database Update,Database,Update,miRTarBase 2016: updates to the experimentally validated miRNA-target interactions database.,"['Chih-Hung Chou', 'Nai-Wen Chang 0001', 'Sirjana Shrestha', 'Sheng-Da Hsu', 'Yu-Ling Lin', 'Wei-Hsiang Lee', 'Chi-Dung Yang', 'Hsiao-Chin Hong', 'Ting-Yen Wei', 'Siang-Jyun Tu', 'Tzi-Ren Tsai', 'Shu-Yi Ho', 'Ting-Yan Jian', 'Hsin-Yi Wu', 'Pin-Rong Chen', 'Nai-Chieh Lin', 'Hsin-Tzu Huang', 'Tzu-Ling Yang', 'Chung-Yuan Pai', 'Chun-San Tai', 'Wen-Liang Chen', 'Chia-Yen Huang', 'Chun-Chi Liu', 'Shun-Long Weng', 'Kuang-Wen Liao', 'Wen-Lian Hsu', 'Hsien-Da Huang']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/ChouCSHLLYHWTTH16,https://dblp.org/rec/journals/nar/ChouCSHLLYHWTTH16,https://doi.org/10.1093/nar/gkv1258,239-247,44,Database-Issue,,,10.1093/NAR/GKV1258
2163,Database Update,Database,Update,PASS2 database for the structure-based sequence alignment of distantly related SCOP domain superfamilies: update to version 5 and added features.,"['Arumugam Gandhimathi', 'Pritha Ghosh', 'Sridhar Hariharaputran', 'Oommen K. Mathew', 'Ramanathan Sowdhamini']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/GandhimathiGHMS16,https://dblp.org/rec/journals/nar/GandhimathiGHMS16,https://doi.org/10.1093/nar/gkv1205,410-414,44,Database-Issue,,,10.1093/NAR/GKV1205
2164,Database Update,Database,Update,"CancerResource - updated database of cancer-relevant proteins, mutations and interacting drugs.","['Björn-Oliver Gohlke', 'Janette Nickel', 'Raik Otto', 'Mathias Dunkel', 'Robert Preissner']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/GohlkeNODP16,https://dblp.org/rec/journals/nar/GohlkeNODP16,https://doi.org/10.1093/nar/gkv1283,932-937,44,Database-Issue,,,10.1093/NAR/GKV1283
2165,Database Update,Database,Update,rVarBase: an updated database for regulatory features of human variants.,"['Liyuan Guo', 'Yang Du', 'Susu Qu', 'Jing Wang 0003']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/GuoDQW16,https://dblp.org/rec/journals/nar/GuoDQW16,https://doi.org/10.1093/nar/gkv1107,888-893,44,Database-Issue,,,10.1093/NAR/GKV1107
2166,Database Update,Database,Update,GWASdb v2: an update database for human genetic variants identified by genome-wide association studies.,"['Mulin Jun Li', 'Zipeng Liu', 'Panwen Wang', 'Maria P. Wong', 'Matthew R. Nelson', 'Jean-Pierre A. Kocher', 'Meredith Yeager', 'Pak Chung Sham', 'Stephen J. Chanock', 'Zhengyuan Xia', 'Junwen Wang']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/LiLWWNKYSCXW16,https://dblp.org/rec/journals/nar/LiLWWNKYSCXW16,https://doi.org/10.1093/nar/gkv1317,869-876,44,Database-Issue,,,10.1093/NAR/GKV1317
2167,Database Update,Database,Update,JASPAR 2016: a major expansion and update of the open-access database of transcription factor binding profiles.,"['Anthony Mathelier', 'Oriol Fornes', 'David J. Arenillas', 'Chih-Yu Chen', 'Grégoire Denay', 'Jessica J. Y. Lee', 'Wenqiang Shi', 'Casper Shyr', 'Ge Tan', 'Rebecca Worsley-Hunt', 'Allen W. Zhang', 'François Parcy', 'Boris Lenhard', 'Albin Sandelin', 'Wyeth W. Wasserman']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/MathelierFACDLS16,https://dblp.org/rec/journals/nar/MathelierFACDLS16,https://doi.org/10.1093/nar/gkv1176,110-115,44,Database-Issue,,,10.1093/NAR/GKV1176
2168,Database Update,Database,Update,"Expression Atlas update - an integrated database of gene and protein expression in humans, animals and plants.","['Robert Petryszak', 'Maria Keays', 'Y. Amy Tang', 'Nuno A. Fonseca', 'Elisabet Barrera', 'Tony Burdett', 'Anja Füllgrabe', 'Alfonso Muñoz-Pomer Fuentes', 'Simon Jupp', 'Satu Koskinen', 'Oliver Mannion', 'Laura Huerta', 'Karine Megy', 'Catherine Snow', 'Eleanor Williams', 'Mitra Barzine', 'Emma Hastings', 'Hendrik Weisser', 'James C. Wright', 'Pankaj Jaiswal', 'Wolfgang Huber', 'Jyoti Choudhary', 'Helen E. Parkinson', 'Alvis Brazma']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/PetryszakKTFBBF16,https://dblp.org/rec/journals/nar/PetryszakKTFBBF16,https://doi.org/10.1093/nar/gkv1045,746-752,44,Database-Issue,,,10.1093/NAR/GKV1045
2169,Database Update,Database,Update,"MitoMiner v3.1, an update on the mitochondrial proteomics database.","['Anthony C. Smith', 'Alan J. Robinson']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/SmithR16,https://dblp.org/rec/journals/nar/SmithR16,https://doi.org/10.1093/nar/gkv1001,1258-1261,44,Database-Issue,,,10.1093/NAR/GKV1001
2170,Database Update,Database,Update,PGSB PlantsDB: updates to the database framework for comparative plant genome research.,"['Manuel Spannagl', 'Thomas Nussbaumer', 'Kai Christian Bader', 'Mihaela M. Martis', 'Michael Seidel', 'Karl G. Kugler', 'Heidrun Gundlach', 'Klaus F. X. Mayer']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/SpannaglNBMSKGM16,https://dblp.org/rec/journals/nar/SpannaglNBMSKGM16,https://doi.org/10.1093/nar/gkv1130,1141-1147,44,Database-Issue,,,10.1093/NAR/GKV1130
2171,Database Update,Database,Update,The UCSC Genome Browser database: 2016 update.,"['Matthew L. Speir', 'Ann S. Zweig', 'Kate R. Rosenbloom', 'Brian J. Raney', 'Benedict Paten', 'Parisa Nejad', 'Brian T. Lee', 'Katrina Learned', 'Donna Karolchik', 'Angie S. Hinrichs', 'Steven G. Heitner', 'Rachel A. Harte', 'Maximilian Haeussler', 'Luvina Guruvadoo', 'Pauline A. Fujita', 'Christopher Eisenhart', 'Mark Diekhans', 'Hiram Clawson', 'Jonathan Casper', 'Galt P. Barber', 'David Haussler', 'Robert M. Kuhn', 'W. James Kent']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/SpeirZRRPNLLKHH16,https://dblp.org/rec/journals/nar/SpeirZRRPNLLKHH16,https://doi.org/10.1093/nar/gkv1275,717-725,44,Database-Issue,,,10.1093/NAR/GKV1275
2172,Database Update,Database,Update,2016 update of the PRIDE database and its related tools.,"['Juan Antonio Vizcaíno', 'Attila Csordas', 'Noemi del-Toro', 'José A. Dianes', 'Johannes Griss', 'Ilias Lavidas', 'Gerhard Mayer', 'Yasset Pérez-Riverol', 'Florian Reisinger', 'Tobias Ternent', 'Qing-Wei Xu', 'Rui Wang', 'Henning Hermjakob']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/VizcainoCdDGLMP16,https://dblp.org/rec/journals/nar/VizcainoCdDGLMP16,https://doi.org/10.1093/nar/gkv1145,447-456,44,Database-Issue,,,10.1093/NAR/GKV1145
2173,Database Update,Database,Update,sRNATarBase 3.0: an updated database for sRNA-target interactions in bacteria.,"['Jiang Wang', 'Tao Liu 0007', 'Bo Zhao', 'Qixuan Lu', 'Zheng Wang', 'Yuan Cao', 'Wuju Li']",2016,Nucleic Acids Res.,Journal Articles,journals/nar/WangLZLWCL16,https://dblp.org/rec/journals/nar/WangLZLWCL16,https://doi.org/10.1093/nar/gkv1127,248-253,44,Database-Issue,,,10.1093/NAR/GKV1127
