Fulltext;key;EID;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
Y;conf/adbis/HerrmannVBL15;2-s2.0-84944599941;CoDEL - A Relationally Complete Language for Database Evolution.;Kai Herrmann , Hannes Voigt, Andreas Behrend, Wolfgang Lehner;2015;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/HerrmannVBL15;https://doi.org/10.1007/978-3-319-23135-8_5;63-76;;;;;10.1007/978-3-319-23135-8_5
Y;conf/adbis/JannaschkJT14;2-s2.0-84906690417;Technologies for Databases Change Management.;Kai Jannaschk, Hannu Jaakkola, Bernhard Thalheim;2014;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/JannaschkJT14;https://doi.org/10.1007/978-3-319-10518-5_21;271-285;;;;;10.1007/978-3-319-10518-5_21
Y;conf/adbis/Subotic14;2-s2.0-84906708379;Data Warehouse Schema Evolution Perspectives.;Danijela Subotic;2014;ADBIS;Conference and Workshop Papers;https://dblp.org/rec/conf/adbis/Subotic14;https://doi.org/10.1007/978-3-319-10518-5_26;333-338;;;;;10.1007/978-3-319-10518-5_26
Y;conf/adc/HaiTTL15;2-s2.0-84959431808;SCIT: A Schema Change Interpretation Tool for Dynamic-Schema Data Warehouses.;Rihan Hai , Vasileios Theodorou, Maik Thiele, Wolfgang Lehner;2015;ADC;Conference and Workshop Papers;https://dblp.org/rec/conf/adc/HaiTTL15;https://doi.org/10.1007/978-3-319-19548-3_28;323-327;;;;;10.1007/978-3-319-19548-3_28
Y;conf/bdiot2/BrahmiaB0B21;2-s2.0-85135017089;Implicit JSON Schema Versioning Triggered by Temporal Updates to JSON-Based Big Data in the τJSchema Framework.;Zouhaier Brahmia, Safa Brahmia, Fabio Grandi , Rafik Bouaziz;2021;BDIoT;Conference and Workshop Papers;https://dblp.org/rec/conf/bdiot2/BrahmiaB0B21;https://doi.org/10.1007/978-3-031-07969-6_3;32-47;;;;;10.1007/978-3-031-07969-6_3
Y;conf/bigdataconf/KlettkeSSS16;2-s2.0-85015214779;NoSQL schema evolution and big data migration at scale.;Meike Klettke, Uta Störl, Manuel Shenavai, Stefanie Scherzinger;2016;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/KlettkeSSS16;https://doi.org/10.1109/BigData.2016.7840924;2764-2774;;;;;10.1109/BIGDATA.2016.7840924
Y;conf/bigdataconf/MollerKS20;2-s2.0-85103823855;EvoBench - A Framework for Benchmarking Schema Evolution in NoSQL.;Mark Lukas Möller, Meike Klettke, Uta Störl;2020;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/MollerKS20;https://doi.org/10.1109/BigData50022.2020.9378278;1974-1984;;;;;10.1109/BIGDATA50022.2020.9378278
Y;conf/bigdataconf/StonebrakerDB16;2-s2.0-85015237295;Database decay and how to avoid it.;Michael Stonebraker, Dong Deng , Michael L. Brodie;2016;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/StonebrakerDB16;https://doi.org/10.1109/BigData.2016.7840584;Ιουλ-16;;;;;10.1109/BIGDATA.2016.7840584
Y;conf/bigdataconf/Suarez-OteroMST20;2-s2.0-85103828029;Maintaining NoSQL Database Quality During Conceptual Model Evolution.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2020;IEEE BigData;Conference and Workshop Papers;https://dblp.org/rec/conf/bigdataconf/Suarez-OteroMST20;https://doi.org/10.1109/BigData50022.2020.9378228;2043-2048;;;;;10.1109/BIGDATA50022.2020.9378228
Y;conf/bpm/ChiaoKR12;2-s2.0-84873183126;Schema Evolution in Object and Process-Aware Information Systems: Issues and Challenges.;Carolina Ming Chiao, Vera Künzle, Manfred Reichert;2012;Business Process Management Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/bpm/ChiaoKR12;https://doi.org/10.1007/978-3-642-36285-9_37;328-339;;;;;10.1007/978-3-642-36285-9_37
Y;conf/btw/HauboldSSD17;2-s2.0-85026647985;ControVol Flex: Flexible Schema Evolution for NoSQL Application Development.;Florian Haubold, Johannes Schildgen, Stefanie Scherzinger, Stefan Deßloch;2017;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/HauboldSSD17;https://dl.gi.de/handle/20.500.12116/664;601-604;;;;;
Y;conf/btw/ScherzingerKS15;2-s2.0-85018181175;Cleager: Eager Schema Evolution in NoSQL Document Stores.;Stefanie Scherzinger, Meike Klettke, Uta Störl;2015;BTW;Conference and Workshop Papers;https://dblp.org/rec/conf/btw/ScherzingerKS15;https://dl.gi.de/handle/20.500.12116/2440;659-662;;;;;
Y;conf/caise/BrummermannKS13;2-s2.0-84879877403;Managing the Evolution and Customization of Database Schemas in Information System Ecosystems.;Hendrik Brummermann, Markus Keunecke, Klaus Schmid;2013;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/BrummermannKS13;https://doi.org/10.1007/978-3-642-38709-8_27;417-432;;;;;10.1007/978-3-642-38709-8_27
Y;conf/caise/MollerSKS20;2-s2.0-85091268895;Why It Is Time for Yet Another Schema Evolution Benchmark - Visionary Paper.;Mark Lukas Möller, Stefanie Scherzinger, Meike Klettke, Uta Störl;2020;CAiSE Forum;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/MollerSKS20;https://doi.org/10.1007/978-3-030-58135-0_10;113-125;;;;;10.1007/978-3-030-58135-0_10
Y;conf/caise/SkoulisVZ14;2-s2.0-84903195203;"Open-Source Databases: Within, Outside, or Beyond Lehman&apos;s Laws of Software Evolution?";Ioannis Skoulis, Panos Vassiliadis, Apostolos V. Zarras;2014;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/SkoulisVZ14;https://doi.org/10.1007/978-3-319-07881-6_26;379-393;;;;;10.1007/978-3-319-07881-6_26
Y;conf/caise/VassiliadisZ17;2-s2.0-85021226606;Survival in Schema Evolution: Putting the Lives of Survivor and Dead Tables in Counterpoint.;Panos Vassiliadis, Apostolos V. Zarras;2017;CAiSE;Conference and Workshop Papers;https://dblp.org/rec/conf/caise/VassiliadisZ17;https://doi.org/10.1007/978-3-319-59536-8_21;333-347;;;;;10.1007/978-3-319-59536-8_21
Y;conf/cidr/BleifussBKNS19;2-s2.0-85084016156;DBChEx: Interactive Exploration of Data and Schema Change.;Tobias Bleifuß, Leon Bornemann, Dmitri V. Kalashnikov, Felix Naumann, Divesh Srivastava;2019;CIDR;Conference and Workshop Papers;https://dblp.org/rec/conf/cidr/BleifussBKNS19;http://cidrdb.org/cidr2019/papers/p65-bleifuss-cidr19.pdf;;;;;;
Y;conf/cidr/SpothACGGGHKLLN17;2-s2.0-85084013128;Adaptive Schema Databases.;William Spoth, Bahareh Sadat Arab, Eric S. Chan, Dieter Gawlick, Adel Ghoneimy, Boris Glavic, Beda Christoph Hammerschmidt, Oliver Kennedy, Seokki Lee, Zhen Hua Liu, Xing Niu , Ying Yang;2017;CIDR;Conference and Workshop Papers;https://dblp.org/rec/conf/cidr/SpothACGGGHKLLN17;http://cidrdb.org/cidr2017/papers/p84-spoth-cidr17.pdf;;;;;;
Y;conf/compsac/SongPXZ12;2-s2.0-84870778434;Automatic Adaptation of Software Applications to Database Evolution by Graph Differencing and AOP-Based Dynamic Patching.;Yang Song, Xin Peng , Zhenchang Xing, Wenyun Zhao;2012;COMPSAC;Conference and Workshop Papers;https://dblp.org/rec/conf/compsac/SongPXZ12;https://doi.org/10.1109/COMPSAC.2012.21;111-118;;;;;10.1109/COMPSAC.2012.21
Y;conf/csmr/GoeminneDM14;2-s2.0-84898413863;Co-evolving code-related and database-related changes in a data-intensive software system.;Mathieu Goeminne, Alexandre Decan, Tom Mens;2014;CSMR-WCRE;Conference and Workshop Papers;https://dblp.org/rec/conf/csmr/GoeminneDM14;https://doi.org/10.1109/CSMR-WCRE.2014.6747193;353-357;;;;;10.1109/CSMR-WCRE.2014.6747193
Y;conf/csmr/MeuriceC14;2-s2.0-84898472802;DAHLIA: A visual analyzer of database schema evolution.;Loup Meurice, Anthony Cleve;2014;CSMR-WCRE;Conference and Workshop Papers;https://dblp.org/rec/conf/csmr/MeuriceC14;https://doi.org/10.1109/CSMR-WCRE.2014.6747219;464-468;;;;;10.1109/CSMR-WCRE.2014.6747219
Y;conf/dasfaa/ZengLGZZC24;2-s2.0-85206348357;SLSM: An Efficient Strategy for Lazy Schema Migration on Shared-Nothing Databases.;Zhilin Zeng, Hui Li, Xiyue Gao, Hui Zhang, Huiquan Zhang, Jiangtao Cui;2024;DASFAA;Conference and Workshop Papers;https://dblp.org/rec/conf/dasfaa/ZengLGZZC24;https://doi.org/10.1007/978-981-97-5552-3_24;357-367;;;;;10.1007/978-981-97-5552-3_24
Y;conf/data/HerrmannRVDFSL15;2-s2.0-84964931551;Database Evolution for Software Product Lines.;Kai Herrmann , Jan Reimann , Hannes Voigt, Birgit Demuth, Stefan Fromm, Robert Stelzmann, Wolfgang Lehner;2015;DATA;Conference and Workshop Papers;https://dblp.org/rec/conf/data/HerrmannRVDFSL15;https://doi.org/10.5220/0005484101250133;125-133;;;;;10.5220/0005484101250133
Y;conf/data/MohapatraHVLTL18;2-s2.0-85071417566;Seamless Database Evolution for Cloud Applications.;Aniket Mohapatra, Kai Herrmann , Hannes Voigt, Simon Lüders, Tsvetan Tsokov, Wolfgang Lehner;2018;DATA;Conference and Workshop Papers;https://dblp.org/rec/conf/data/MohapatraHVLTL18;https://doi.org/10.5220/0006845101970207;197-207;;;;;10.5220/0006845101970207
Y;conf/dexa/AmaviCAR14;2-s2.0-84958543412;A ToolBox for Conservative XML Schema Evolution and Document Adaptation.;Joshua Amavi, Jacques Chabin, Mirian Halfeld Ferrari Alves, Pierre Réty;2014;DEXA;Conference and Workshop Papers;https://dblp.org/rec/conf/dexa/AmaviCAR14;https://doi.org/10.1007/978-3-319-10073-9_24;299-307;;;;;10.1007/978-3-319-10073-9_24
Y;conf/dexa/GuedesBM16;2-s2.0-84981188311;Evolutionary Database Design: Enhancing Data Abstraction Through Database Modularization to Achieve Graceful Schema Evolution.;Gustavo Bartz Guedes, Gisele Busichia Baioco, Regina Lúcia de Oliveira Moraes;2016;DEXA;Conference and Workshop Papers;https://dblp.org/rec/conf/dexa/GuedesBM16;https://doi.org/10.1007/978-3-319-44403-1_22;355-369;;;;;10.1007/978-3-319-44403-1_22
Y;conf/dexa/HuoT12;2-s2.0-84866027812;Querying Transaction-Time Databases under Branched Schema Evolution.;Wenyu Huo, Vassilis J. Tsotras;2012;DEXA;Conference and Workshop Papers;https://dblp.org/rec/conf/dexa/HuoT12;https://doi.org/10.1007/978-3-642-32600-4_20;265-280;;;;;10.1007/978-3-642-32600-4_20
Y;conf/dmah-ws/StiemerVSS20;2-s2.0-85103542795;PolyMigrate: Dynamic Schema Evolution and Data Migration in a Distributed Polystore.;Alexander Stiemer, Marco Vogt , Heiko Schuldt, Uta Störl;2020;Poly/DMAH@VLDB;Conference and Workshop Papers;https://dblp.org/rec/conf/dmah-ws/StiemerVSS20;https://doi.org/10.1007/978-3-030-71055-2_4;42-53;;;;;10.1007/978-3-030-71055-2_4
Y;conf/doceng/HasegawaIS13;2-s2.0-84924452788;An Algorithm for Transforming XPath Expressions According to Schema Evolution.;Kazuma Hasegawa, Kosetsu Ikeda, Nobutaka Suzuki;2013;DChanges;Conference and Workshop Papers;https://dblp.org/rec/conf/doceng/HasegawaIS13;https://ceur-ws.org/Vol-1008/paper4.pdf;;;;;;
Y;conf/doceng/WuS15;2-s2.0-84959251953;Detecting XSLT Rules Affected by Schema Evolution.;Yang Wu, Nobutaka Suzuki;2015;DocEng;Conference and Workshop Papers;https://dblp.org/rec/conf/doceng/WuS15;https://doi.org/10.1145/2682571.2797086;143-146;;;;;10.1145/2682571.2797086
Y;conf/ebiss/ManousisVZP15;2-s2.0-84978701719;Schema Evolution for Databases and Data Warehouses.;Petros Manousis, Panos Vassiliadis, Apostolos V. Zarras, George Papastefanatos;2015;eBISS;Conference and Workshop Papers;https://dblp.org/rec/conf/ebiss/ManousisVZP15;https://doi.org/10.1007/978-3-319-39243-1_1;Ιαν-31;;;;;10.1007/978-3-319-39243-1_1
Y;conf/edbt/AthinaiouK19;2-s2.0-85062664005;VESEL: VisuaL Exploration of Schema Evolution using Provenance Queries.;Christos Athinaiou, Haridimos Kondylakis;2019;EDBT/ICDT Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/AthinaiouK19;https://ceur-ws.org/Vol-2322/BigVis_9.pdf;;;;;;
Y;conf/edbt/ChillonMHO23;2-s2.0-85159002211;Propagating Schema Changes to Code: An Approach Based on a Unified Data Model.;Alberto Hernández Chillón, Jesús García Molina, José Ramón Hoyos, María-José Ortín-Ibáñez;2023;EDBT/ICDT Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/ChillonMHO23;https://ceur-ws.org/Vol-3379/CoMoNoS_2023_id251_Alberto_Hernandez_Chillon.pdf;;;;;;
Y;conf/edbt/LiuHHC11;2-s2.0-79953841370;Efficient and scalable data evolution with column oriented databases.;Ziyang Liu , Bin He , Hui-I Hsiao, Yi Chen;2011;EDBT;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/LiuHHC11;https://doi.org/10.1145/1951365.1951380;105-116;;;;;10.1145/1951365.1951380
Y;conf/edbt/StorlKS20;2-s2.0-85084180969;NoSQL Schema Evolution and Data Migration: State-of-the-Art and Opportunities.;Uta Störl, Meike Klettke, Stefanie Scherzinger;2020;EDBT;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/StorlKS20;https://doi.org/10.5441/002/edbt.2020.87;655-658;;;;;10.5441/002/EDBT.2020.87
Y;conf/edbt/Suarez-OteroMCT23;2-s2.0-85159018708;Data migration in column family database evolution using MDE.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2023;EDBT/ICDT Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/Suarez-OteroMCT23;https://ceur-ws.org/Vol-3379/CoMoNoS_2023_id250_Pablo_Suarez_Otero.pdf;;;;;;
Y;conf/edbt/Vassiliadis025;2-s2.0-105007923832;Time-Related Patterns Of Schema Evolution.;Panos Vassiliadis, Alexandros Karakasidis;2025;EDBT;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/Vassiliadis025;https://doi.org/10.48786/edbt.2025.25;310-323;;;;;10.48786/EDBT.2025.25
Y;conf/edbt/VassiliadisSKZ23;2-s2.0-85135905356;Joint Source and Schema Evolution: Insights from a Study of 195 FOSS Projects.;Panos Vassiliadis, Fation Shehaj, George Kalampokis, Apostolos V. Zarras;2023;EDBT;Conference and Workshop Papers;https://dblp.org/rec/conf/edbt/VassiliadisSKZ23;https://doi.org/10.48786/edbt.2023.03;27-39;;;;;10.48786/EDBT.2023.03
Y;conf/er/BenatsM0C22;2-s2.0-85138724686;Query-based Schema Evolution Recommendations for Hybrid Polystores.;Pol Benats, Loup Meurice, Maxime Gobert , Anthony Cleve;2022;ER Forum/PhD Symposium;Conference and Workshop Papers;https://dblp.org/rec/conf/er/BenatsM0C22;https://ceur-ws.org/Vol-3211/CR_122.pdf;;;;;;
Y;conf/er/BonifatiFGHOV19;2-s2.0-85076177905;Schema Validation and Evolution for Graph Databases.;Angela Bonifati, Peter Furniss, Alastair Green, Russ Harmer, Eugenia Oshurko, Hannes Voigt;2019;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/BonifatiFGHOV19;https://doi.org/10.1007/978-3-030-33223-5_37;448-456;;;;;10.1007/978-3-030-33223-5_37
Y;conf/er/BrainingerMS20;2-s2.0-85098271438;Replicability and Reproducibility of a Schema Evolution Study in Embedded Databases.;Dimitri Braininger, Wolfgang Mauerer, Stefanie Scherzinger;2020;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/BrainingerMS20;https://doi.org/10.1007/978-3-030-65847-2_19;210-219;;;;;10.1007/978-3-030-65847-2_19
Y;conf/er/CaruccioPT18;2-s2.0-85055419249;Dependency-Based Query/View Synchronization upon Schema Evolutions.;Loredana Caruccio, Giuseppe Polese, Genoveffa Tortora;2018;ER Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/er/CaruccioPT18;https://doi.org/10.1007/978-3-030-01391-2_17;91-105;;;;;10.1007/978-3-030-01391-2_17
Y;conf/er/ChillonRM21a;2-s2.0-85118136056;Towards a Taxonomy of Schema Changes for NoSQL Databases: The Orion Language.;Alberto Hernández Chillón, Diego Sevilla Ruiz, Jesús García Molina;2021;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/ChillonRM21a;https://doi.org/10.1007/978-3-030-89022-3_15;176-185;;;;;10.1007/978-3-030-89022-3_15
Y;conf/er/DimolikasZV20;2-s2.0-85097436953;"A Study on the Effect of a Table&apos;s Involvement in Foreign Keys to its Schema Evolution.";Konstantinos Dimolikas, Apostolos V. Zarras, Panos Vassiliadis;2020;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/DimolikasZV20;https://doi.org/10.1007/978-3-030-62522-1_34;456-470;;;;;10.1007/978-3-030-62522-1_34
Y;conf/er/GaoZ12;2-s2.0-84868305003;Supporting Database Provenance under Schema Evolution.;Shi Gao, Carlo Zaniolo;2012;ER Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/er/GaoZ12;https://doi.org/10.1007/978-3-642-33999-8_9;67-77;;;;;10.1007/978-3-642-33999-8_9
Y;conf/er/GiachosPBZV23;2-s2.0-85184350607;Parallel lives diagrams for co-evolving communities and their application to schema evolution.;Fanis Giachos, Nikos Pantelidis, Christos Batsilas, Apostolos V. Zarras, Panos Vassiliadis;2023;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/GiachosPBZV23;https://ceur-ws.org/Vol-3618/forum_paper_19.pdf;;;;;;
Y;conf/er/HauslerKS23;2-s2.0-85184350146;A language for graph database evolution and its implementation in Neo4j.;Dominique Hausler, Meike Klettke, Uta Störl;2023;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/HauslerKS23;https://ceur-ws.org/Vol-3618/forum_paper_8.pdf;;;;;;
Y;conf/er/HillenbrandSS21;2-s2.0-85118155847;Remaining in Control of the Impact of Schema Evolution in NoSQL Databases.;Andrea Hillenbrand, Stefanie Scherzinger, Uta Störl;2021;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/HillenbrandSS21;https://doi.org/10.1007/978-3-030-89022-3_13;149-159;;;;;10.1007/978-3-030-89022-3_13
Y;conf/er/QuintarelliRT11;2-s2.0-80455168053;Context Schema Evolution in Context-Aware Data Management.;Elisa Quintarelli, Emanuele Rabosio, Letizia Tanca;2011;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/QuintarelliRT11;https://doi.org/10.1007/978-3-642-24606-7_22;290-303;;;;;10.1007/978-3-642-24606-7_22
Y;conf/er/ScherzingerS20;2-s2.0-85097385437;An Empirical Study on the Design and Evolution of NoSQL Database Schemas.;Stefanie Scherzinger, Sebastian Sidortschuck;2020;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/ScherzingerS20;https://doi.org/10.1007/978-3-030-62522-1_33;441-455;;;;;10.1007/978-3-030-62522-1_33
Y;conf/er/Suarez-OteroMCT21;2-s2.0-85118137382;An Integrated Approach for Column-Oriented Database Application Evolution Using Conceptual Models.;Pablo Suárez-Otero, Michael J. Mior, María José Suárez-Cabal, Javier Tuya;2021;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/Suarez-OteroMCT21;https://doi.org/10.1007/978-3-030-88358-4_3;26-32;;;;;10.1007/978-3-030-88358-4_3
Y;conf/er/VassiliadisKZZ17;2-s2.0-85033445497;Schema Evolution and Foreign Keys: Birth, Eviction, Change and Absence.;Panos Vassiliadis, Michail-Romanos Kolozoff, Maria Zerva, Apostolos V. Zarras;2017;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/VassiliadisKZZ17;https://doi.org/10.1007/978-3-319-69904-2_9;106-119;;;;;10.1007/978-3-319-69904-2_9
Y;conf/er/ZaschkeLN12;2-s2.0-84868330112;Optimising Schema Evolution Operation Sequences in Object Databases for Data Evolution.;Tilmann Zäschke, Stefania Leone, Moira C. Norrie;2012;ER;Conference and Workshop Papers;https://dblp.org/rec/conf/er/ZaschkeLN12;https://doi.org/10.1007/978-3-642-34002-4_29;369-382;;;;;10.1007/978-3-642-34002-4_29
Y;conf/ercimdl/Brunsmann11;2-s2.0-84891791855;Semantic Exploration of Archived Product Lifecycle Metadata under Schema and Instance Evolution.;Jörg Brunsmann;2011;SDA;Conference and Workshop Papers;https://dblp.org/rec/conf/ercimdl/Brunsmann11;https://ceur-ws.org/Vol-801/paper3.pdf;37-47;;;;;
Y;conf/eScience/SchulerK22;2-s2.0-85145438632;Managing Database-Application Co-Evolution in a Scientific Data Ecosystem.;Robert E. Schuler, Carl Kesselman;2022;e-Science;Conference and Workshop Papers;https://dblp.org/rec/conf/eScience/SchulerK22;https://doi.org/10.1109/eScience55777.2022.00035;214-224;;;;;10.1109/ESCIENCE55777.2022.00035
Y;conf/eScience/SchulerSVWBK23;2-s2.0-85174314936;Database Evolution, by Scientists, for Scientists: A Case Study.;Robert E. Schuler, Jitin Singla, Brinda Vallat, Kate L. White, Helen M. Berman, Carl Kesselman;2023;e-Science;Conference and Workshop Papers;https://dblp.org/rec/conf/eScience/SchulerSVWBK23;https://doi.org/10.1109/e-Science58273.2023.10254872;1-Οκτ;;;;;10.1109/E-SCIENCE58273.2023.10254872
Y;conf/eurosys/LittHH21;2-s2.0-85104581833;Cambria: Schema Evolution in Distributed Systems with Edit Lenses.;Geoffrey Litt, Peter van Hardenberg, Orion Henry;2021;PaPoC@EuroSys;Conference and Workshop Papers;https://dblp.org/rec/conf/eurosys/LittHH21;https://doi.org/10.1145/3447865.3457963;8:1-8:9;;;;;10.1145/3447865.3457963
Y;conf/foiks/Ravve16;2-s2.0-84960326129;Maintenance of Queries Under Database Changes: A Unified Logic Based Approach.;Elena V. Ravve;2016;FoIKS;Conference and Workshop Papers;https://dblp.org/rec/conf/foiks/Ravve16;https://doi.org/10.1007/978-3-319-30024-5_11;191-208;;;;;10.1007/978-3-319-30024-5_11
Y;conf/gpce/VermolenWV11;2-s2.0-81455135806;Generating database migrations for evolving web applications.;Sander Daniël Vermolen, Guido Wachsmuth, Eelco Visser;2011;GPCE;Conference and Workshop Papers;https://dblp.org/rec/conf/gpce/VermolenWV11;https://doi.org/10.1145/2047862.2047876;83-92;;;;;10.1145/2047862.2047876
Y;conf/gvd/NosingerKH14;2-s2.0-84919962557;Optimization of Sequences of XML Schema Modifications - The ROfEL Approach.;Thomas Nösinger, Meike Klettke, Andreas Heuer;2014;Grundlagen von Datenbanken;Conference and Workshop Papers;https://dblp.org/rec/conf/gvd/NosingerKH14;https://ceur-ws.org/Vol-1313/paper_3.pdf;Νοε-16;;;;;
Y;conf/hase/AssoudiL11;2-s2.0-84856546983;Self-Healing Data Exchange Process under Evolving Schemas: A New Mapping Adaptation Approach Based on Self-Optimization.;Hicham Assoudi, Hakim Lounis;2011;HASE;Conference and Workshop Papers;https://dblp.org/rec/conf/hase/AssoudiL11;https://doi.org/10.1109/HASE.2011.42;188-190;;;;;10.1109/HASE.2011.42
Y;conf/ic3k/AzaiezA14;2-s2.0-84909951967;How to Guarantee Analysis Results Coherence after Data Warehouse Schema Changes Propagation towards Data Marts?.;Noura Azaiez, Jalel Akaichi;2014;KEOD;Conference and Workshop Papers;https://dblp.org/rec/conf/ic3k/AzaiezA14;https://doi.org/10.5220/0005158304280435;428-435;;;;;10.5220/0005158304280435
Y;conf/icde/CavalieriGM11a;2-s2.0-79958032099;Updates on XML documents and schemas.;Federico Cavalieri, Giovanna Guerrini, Marco Mesiti;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/CavalieriGM11a;https://doi.org/10.1109/ICDEW.2011.5767672;308-311;;;;;10.1109/ICDEW.2011.5767672
Y;conf/icde/CavalieriGMO11;2-s2.0-79958073776;On the reduction of sequences of XML document and schema update operations.;Federico Cavalieri, Giovanna Guerrini, Marco Mesiti, Barbara Oliboni;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/CavalieriGMO11;https://doi.org/10.1109/ICDEW.2011.5767649;77-86;;;;;10.1109/ICDEW.2011.5767649
Y;conf/icde/Decker11;2-s2.0-79958024651;Causes for inconsistency-tolerant schema update management.;Hendrik Decker;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/Decker11;https://doi.org/10.1109/ICDEW.2011.5767628;157-161;;;;;10.1109/ICDEW.2011.5767628
Y;conf/icde/HillenbrandSLNK20;2-s2.0-85085728192;Towards Self-Adapting Data Migration in the Context of Schema Evolution in NoSQL Databases.;Andrea Hillenbrand, Uta Störl, Maksym Levchenko, Shamil Nabiyev, Meike Klettke;2020;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/HillenbrandSLNK20;https://doi.org/10.1109/ICDEW49219.2020.00013;133-138;;;;;10.1109/ICDEW49219.2020.00013
Y;conf/icde/ScherzingerCA15;2-s2.0-84940829910;ControVol: A framework for controlled schema evolution in NoSQL application development.;Stefanie Scherzinger, Thomas Cerqueus, Eduardo Cunha de Almeida;2015;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/ScherzingerCA15;https://doi.org/10.1109/ICDE.2015.7113402;1464-1467;;;;;10.1109/ICDE.2015.7113402
Y;conf/icde/ScherzingerMK21;2-s2.0-85112865171;DeBinelle: Semantic Patches for Coupled Database-Application Evolution.;Stefanie Scherzinger, Wolfgang Mauerer, Haridimos Kondylakis;2021;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/ScherzingerMK21;https://doi.org/10.1109/ICDE51399.2021.00307;2697-2700;;;;;10.1109/ICDE51399.2021.00307
Y;conf/icde/Vassiliadis21;2-s2.0-85112866030;Profiles of Schema Evolution in Free Open Source Software Projects.;Panos Vassiliadis;2021;ICDE;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/Vassiliadis21;https://doi.org/10.1109/ICDE51399.2021.00008;1-Δεκ;;;;;10.1109/ICDE51399.2021.00008
Y;conf/icde/WuN11;2-s2.0-79958059031;Schema evolution analysis for embedded databases.;Shengfeng Wu, Iulian Neamtiu;2011;ICDE Workshops;Conference and Workshop Papers;https://dblp.org/rec/conf/icde/WuN11;https://doi.org/10.1109/ICDEW.2011.5767627;151-156;;;;;10.1109/ICDEW.2011.5767627
Y;conf/icdim/BrahmiaGB16;2-s2.0-85014414922;Changes to XML namespaces in XML schemas and their effects on associated XML documents under schema versioning.;Zouhaier Brahmia, Fabio Grandi , Rafik Bouaziz;2016;ICDIM;Conference and Workshop Papers;https://dblp.org/rec/conf/icdim/BrahmiaGB16;https://doi.org/10.1109/ICDIM.2016.7829765;43-50;;;;;10.1109/ICDIM.2016.7829765
Y;conf/iceis/CamposA25;2-s2.0-105020389931;DynaSchema: A Library to Support the Relational Data Schema Evolution for the Self-Adaptive Software Domain.;Gabriel Nagassaki Campos, Frank José Affonso;2025;ICEIS;Conference and Workshop Papers;https://dblp.org/rec/conf/iceis/CamposA25;https://doi.org/10.5220/0013349000003929;722-733;;;;;10.5220/0013349000003929
N;conf/iceis/Zghal13;2-s2.0-84887639054;Change Operators for Managing Schema Evolution in Geographical Databases.;Sonda Zghal;2013;ICEIS;Conference and Workshop Papers;https://dblp.org/rec/conf/iceis/Zghal13;;187-193;;;;;
