key|eeURI|title|authors|year|venue|docURI
journals_is_VassiliadisZS17|https://doi.org/10.1016/j.is.2016.06.010|Gravitating to rigidity: Patterns of schema evolution - and its absence - in the lives of tables.|Panos Vassiliadis', 'Apostolos V. Zarras', 'Ioannis Skoulis'|2017|Inf. Syst.|https://www.sciencedirect.com/science/article/pii/S030643791630120X?via%3Dihub
journals_ijiids_AnguelAB17|https://doi.org/10.1504/IJIIDS.2017.10007348|Using logic programming for adapting models to metamodel evolution.|Fouzia Anguel', 'Abdelkrim Amirat', 'Nora Bounour'|2017|Int. J. Intell. Inf. Database Syst.|https://www.inderscienceonline.com/doi/abs/10.1504/IJIIDS.2017.86194
journals_jodsn_VassiliadisZ17|https://doi.org/10.1007/s13740-017-0083-x|Schema Evolution Survival Guide for Tables: Avoid Rigid Childhood and You&apos;re En Route to a Quiet Life.|Panos Vassiliadis', 'Apostolos V. Zarras'|2017|J. Data Semant.|https://link.springer.com/article/10.1007/s13740-017-0083-x
conf_wcre_MeuriceC17|https://doi.org/10.1109/SANER.2017.7884653|Supporting schema evolution in schema-less NoSQL data stores.|Loup Meurice', 'Anthony Cleve'|2017|SANER|https://ieeexplore.ieee.org/document/7884653
conf_sigmod_HerrmannVBRL17|https://doi.org/10.1145/3035918.3064046|Living in Parallel Realities: Co-Existing Schema Versions with a Bidirectional Database Evolution Language.|Kai Herrmann 0002', 'Hannes Voigt', 'Andreas Behrend', 'Jonas Rausch', 'Wolfgang Lehner'|2017|SIGMOD Conference|https://dl.acm.org/doi/10.1145/3035918.3064046
journals_spe_PereiraPO17|https://doi.org/10.1002/spe.2415|Modularizing application and database evolution - an aspect-oriented framework for orthogonal persistence.|Rui Humberto R. Pereira', 'J. Baltasar García Pérez-Schofield', 'Francisco Ortin'|2017|Softw. Pract. Exp.|https://onlinelibrary.wiley.com/doi/10.1002/spe.2415
conf_dexa_GuedesBM16|https://doi.org/10.1007/978-3-319-44403-1_22|Evolutionary Database Design: Enhancing Data Abstraction Through Database Modularization to Achieve Graceful Schema Evolution.|Gustavo Bartz Guedes', 'Gisele Busichia Baioco', 'Regina Lúcia de Oliveira Moraes'|2016|DEXA|https://link.springer.com/chapter/10.1007/978-3-319-44403-1_22
conf_foiks_Ravve16|https://doi.org/10.1007/978-3-319-30024-5_11|Maintenance of Queries Under Database Changes: A Unified Logic Based Approach.|Elena V. Ravve'|2016|FoIKS|https://link.springer.com/chapter/10.1007/978-3-319-30024-5_11
conf_icdim_BrahmiaGB16|https://doi.org/10.1109/ICDIM.2016.7829765|Changes to XML namespaces in XML schemas and their effects on associated XML documents under schema versioning.|Zouhaier Brahmia', 'Fabio Grandi 0001', 'Rafik Bouaziz'|2016|ICDIM|https://ieeexplore.ieee.org/document/7829765
conf_bigdataconf_KlettkeSSS16|https://doi.org/10.1109/BigData.2016.7840924|NoSQL schema evolution and big data migration at scale.|Meike Klettke', 'Uta Störl', 'Manuel Shenavai', 'Stefanie Scherzinger'|2016|IEEE BigData|https://ieeexplore.ieee.org/document/7840924
conf_bigdataconf_StonebrakerDB16|https://doi.org/10.1109/BigData.2016.7840584|Database decay and how to avoid it.|Michael Stonebraker', 'Dong Deng 0001', 'Michael L. Brodie'|2016|IEEE BigData|https://ieeexplore.ieee.org/document/7840584
conf_icsm_Al-BarakB16|https://doi.org/10.1109/MTD.2016.9|Database Design Debts through Examining Schema Evolution.|Mashel Al-Barak', 'Rami Bahsoon'|2016|MTD@ICSME|https://ieeexplore.ieee.org/document/7776448
conf_qrs_MeuriceNC16|https://doi.org/10.1109/QRS.2016.38|Detecting and Preventing Program Inconsistencies under Database Schema Evolution.|Loup Meurice', 'Csaba Nagy 0001', 'Anthony Cleve'|2016|QRS|https://ieeexplore.ieee.org/document/7589806
conf_issta_ScherzingerSWKS16|https://doi.org/10.1145/2945408.2945416|Datalution: a tool for continuous schema evolution in NoSQL-backed web applications.|Stefanie Scherzinger', 'Stephanie Sombach', 'Katharina Wiech', 'Meike Klettke', 'Uta Störl'|2016|QUDOS@ISSTA|https://dl.acm.org/doi/10.1145/2945408.2945416
conf_adbis_HerrmannVBL15|https://doi.org/10.1007/978-3-319-23135-8_5|CoDEL - A Relationally Complete Language for Database Evolution.|Kai Herrmann 0002', 'Hannes Voigt', 'Andreas Behrend', 'Wolfgang Lehner'|2015|ADBIS|https://link.springer.com/chapter/10.1007/978-3-319-23135-8_5
conf_adc_HaiTTL15|https://doi.org/10.1007/978-3-319-19548-3_28|SCIT: A Schema Change Interpretation Tool for Dynamic-Schema Data Warehouses.|Rihan Hai 0001', 'Vasileios Theodorou', 'Maik Thiele', 'Wolfgang Lehner'|2015|ADC|https://link.springer.com/chapter/10.1007/978-3-319-19548-3_28
conf_btw_ScherzingerKS15|https://dl.gi.de/handle/20.500.12116/2440|Cleager: Eager Schema Evolution in NoSQL Document Stores.|Stefanie Scherzinger', 'Meike Klettke', 'Uta Störl'|2015|BTW|https://dl.gi.de/items/a6724c65-b90c-4367-8077-01e2c01e68ea
journals_bpmj_ArunagiriR15|https://doi.org/10.1108/BPMJ-07-2013-0097|Data perspectives of workflow schema evolution.|Aravindhan Arunagiri', 'Parthasarathy Ramachandran'|2015|Bus. Process. Manag. J.|https://www.emerald.com/bpmj/article/21/1/172-189/258518
conf_data_HerrmannRVDFSL15|https://doi.org/10.5220/0005484101250133|Database Evolution for Software Product Lines.|Kai Herrmann 0002', 'Jan Reimann 0002', 'Hannes Voigt', 'Birgit Demuth', 'Stefan Fromm', 'Robert Stelzmann', 'Wolfgang Lehner'|2015|DATA|https://www.scitepress.org/Link.aspx?doi=10.5220/0005484101250133
conf_doceng_WuS15|https://doi.org/10.1145/2682571.2797086|Detecting XSLT Rules Affected by Schema Evolution.|Yang Wu', 'Nobutaka Suzuki'|2015|DocEng|https://dl.acm.org/doi/10.1145/2682571.2797086
conf_icde_ScherzingerCA15|https://doi.org/10.1109/ICDE.2015.7113402|ControVol: A framework for controlled schema evolution in NoSQL application development.|Stefanie Scherzinger', 'Thomas Cerqueus', 'Eduardo Cunha de Almeida'|2015|ICDE|https://ieeexplore.ieee.org/document/7113402
journals_is_QuintarelliRT15|https://doi.org/10.1016/j.is.2014.11.008|A principled approach to context schema evolution in a data management perspective.|Elisa Quintarelli', 'Emanuele Rabosio', 'Letizia Tanca'|2015|Inf. Syst.|https://www.sciencedirect.com/science/article/pii/S0306437914001847?via%3Dihub
journals_informaticaLT_KlimekMNH15|http://content.iospress.com/articles/informatica/inf1065|eXolutio: Methodology for Design and Evolution of XML Schemas Using Conceptual Modeling.|Jakub Klímek', 'Jakub Malý', 'Martin Necaský', 'Irena Holubová'|2015|Informatica|https://journals.sagepub.com/doi/10.3233/INF-2015-1065
journals_ijwgs_BaqasahPRH15|https://doi.org/10.1504/IJWGS.2015.068897|XS-Diff: XML schema change detection algorithm.|Abdullah M. Baqasah', 'Eric Pardede', 'J. Wenny Rahayu', 'Irena Holubová'|2015|Int. J. Web Grid Serv.|https://www.inderscienceonline.com/doi/abs/10.1504/IJWGS.2015.68897?__cf_chl_rt_tk=evcKsu.YiKfomLnKpy7EOBs2s.2bAMxQRJOPvqqcer8-1766871958-1.0.1.1-wzCG_xuKhCSbXF6pWCZCkjNicaXt0VXAOcJHNexzcJ4
conf_models_Gotz015|https://ceur-ws.org/Vol-1474/MRT15_paper_10.pdf|Models@run.time for Object-Relational Mapping Supporting Schema Evolution.|Sebastian Götz', 'Thomas Kühn 0001'|2015|Models@run.time|https://ceur-ws.org/Vol-1474/MRT15_paper_10.pdf
conf_icse_JongD15|https://doi.org/10.1109/RELENG.2015.14|Continuous Deployment and Schema Evolution in SQL Databases.|Michael de Jong', 'Arie van Deursen'|2015|RELENG@ICSE|https://ieeexplore.ieee.org/document/7169446
journals_scp_CleveGMMW15|https://doi.org/10.1016/j.scico.2013.11.025|Understanding database schema evolution: A case study.|Anthony Cleve', 'Maxime Gobert 0001', 'Loup Meurice', 'Jerome Maes', 'Jens H. Weber'|2015|Sci. Comput. Program.|https://www.sciencedirect.com/science/article/pii/S0167642313003092?via%3Dihub
journals_sosym_MilovanovicM15|https://doi.org/10.1007/s10270-013-0378-9|An interactive tool for UML class model evolution in database applications.|Vukasin Milovanovic', 'Dragan Milicev'|2015|Softw. Syst. Model.|https://link.springer.com/article/10.1007/s10270-013-0378-9
conf_adbis_JannaschkJT14|https://doi.org/10.1007/978-3-319-10518-5_21|Technologies for Databases Change Management.|Kai Jannaschk', 'Hannu Jaakkola', 'Bernhard Thalheim'|2014|ADBIS|https://link.springer.com/chapter/10.1007/978-3-319-10518-5_21
conf_caise_SkoulisVZ14|https://doi.org/10.1007/978-3-319-07881-6_26|Open-Source Databases: Within, Outside, or Beyond Lehman&apos;s Laws of Software Evolution?|Ioannis Skoulis', 'Panos Vassiliadis', 'Apostolos V. Zarras'|2014|CAiSE|https://link.springer.com/chapter/10.1007/978-3-319-07881-6_26
conf_csmr_MeuriceC14|https://doi.org/10.1109/CSMR-WCRE.2014.6747219|DAHLIA: A visual analyzer of database schema evolution.|Loup Meurice', 'Anthony Cleve'|2014|CSMR-WCRE|https://ieeexplore.ieee.org/document/6747219
conf_csmr_GoeminneDM14|https://doi.org/10.1109/CSMR-WCRE.2014.6747193|Co-evolving code-related and database-related changes in a data-intensive software system.|Mathieu Goeminne', 'Alexandre Decan', 'Tom Mens'|2014|CSMR-WCRE|https://ieeexplore.ieee.org/document/6747193
conf_dexa_AmaviCAR14|https://doi.org/10.1007/978-3-319-10073-9_24|A ToolBox for Conservative XML Schema Evolution and Document Adaptation.|Joshua Amavi', 'Jacques Chabin', 'Mirian Halfeld Ferrari Alves', 'Pierre Réty'|2014|DEXA|https://link.springer.com/chapter/10.1007/978-3-319-10073-9_24
conf_edbt_BeineHWC14|https://ceur-ws.org/Vol-1133/paper-16.pdf|Bidirectional Transformations in Database Evolution: A Case Study &quot;At Scale&quot;.|Mathieu Beine', 'Nicolas Hames', 'Jens H. Weber', 'Anthony Cleve'|2014|EDBT/ICDT Workshops|https://ceur-ws.org/Vol-1133/paper-16.pdf
conf_emisa_ChiaoKR14|https://dl.gi.de/handle/20.500.12116/3040|Towards schema evolution in object-aware process management systems.|Carolina Ming Chiao', 'Vera Künzle', 'Manfred Reichert'|2014|EMISA|https://dl.gi.de/items/2849c32c-d7dd-4682-a1dc-38b2cc400d87
conf_gvd_NosingerKH14|https://ceur-ws.org/Vol-1313/paper_3.pdf|Optimization of Sequences of XML Schema Modifications - The ROfEL Approach.|Thomas Nösinger', 'Meike Klettke', 'Andreas Heuer 0001'|2014|Grundlagen von Datenbanken|https://ceur-ws.org/Vol-1313/paper_3.pdf
journals_ijitwe_BrahmiaGOB14|https://doi.org/10.4018/ijitwe.2014040102|Schema Change Operations for Full Support of Schema Versioning in the τXSchema Framework.|Zouhaier Brahmia', 'Fabio Grandi 0001', 'Barbara Oliboni', 'Rafik Bouaziz'|2014|Int. J. Inf. Technol. Web Eng.|https://www.igi-global.com/gateway/article/115933
conf_ic3k_AzaiezA14|https://doi.org/10.5220/0005158304280435|How to Guarantee Analysis Results Coherence after Data Warehouse Schema Changes Propagation towards Data Marts?.|Noura Azaiez', 'Jalel Akaichi'|2014|KEOD|https://www.scitepress.org/Link.aspx?doi=10.5220/0005158304280435
conf_time_BrahmiaGOB14|https://doi.org/10.1109/TIME.2014.14|High-Level Operations for Creation and Maintenance of Temporal and Conventional Schema in the tauXSchema Framework.|Zouhaier Brahmia', 'Fabio Grandi 0001', 'Barbara Oliboni', 'Rafik Bouaziz'|2014|TIME|https://ieeexplore.ieee.org/document/6940378
conf_worldcist_PereiraP14|https://doi.org/10.1007/978-3-319-05948-8_3|Towards a Flexible and Transparent Database Evolution.|Rui Humberto R. Pereira', 'J. Baltasar García Pérez-Schofield'|2014|WorldCIST|https://link.springer.com/chapter/10.1007/978-3-319-05948-8_3
conf_caise_BrummermannKS13|https://doi.org/10.1007/978-3-642-38709-8_27|Managing the Evolution and Customization of Database Schemas in Information System Ecosystems.|Hendrik Brummermann', 'Markus Keunecke', 'Klaus Schmid'|2013|CAiSE|https://link.springer.com/chapter/10.1007/978-3-642-38709-8_27
conf_semweb_DividinoSGG13|https://ceur-ws.org/Vol-1034/DividinoEtAl_COLD2013.pdf|Change-a-LOD: Does the Schema on the Linked Data Cloud Change or Not?|Renata Queiroz Dividino', 'Ansgar Scherp', 'Gerd Gröner', 'Thomas Grotton'|2013|COLD|https://ceur-ws.org/Vol-1034/DividinoEtAl_COLD2013.pdf
conf_comad_NeamtiuBULB13|http://comad.in/comad2013/pdfs/neamtiu.pdf|Improving Cloud Availability with On-the-fly Schema Updates.|Iulian Neamtiu', 'Jonathan Bardin', 'Md. Reaz Uddin', 'Dien-Yen Lin', 'Pamela Bhattacharya'|2013|COMAD|http://comad.in/comad2013/pdfs/neamtiu.pdf
journals_corr_ScherzingerKS13|http://arxiv.org/abs/1308.0514|Managing Schema Evolution in NoSQL Data Stores.|Stefanie Scherzinger', 'Meike Klettke', 'Uta Störl'|2013|DBPL|https://arxiv.org/abs/1308.0514
conf_doceng_HasegawaIS13|https://ceur-ws.org/Vol-1008/paper4.pdf|An Algorithm for Transforming XPath Expressions According to Schema Evolution.|Kazuma Hasegawa', 'Kosetsu Ikeda', 'Nobutaka Suzuki'|2013|DChanges|https://ceur-ws.org/Vol-1008/paper4.pdf
conf_sigsoft_QiuLS13|https://doi.org/10.1145/2491411.2491431|An empirical analysis of the co-evolution of schema and code in database applications.|Dong Qiu', 'Bixin Li', 'Zhendong Su 0001'|2013|ESEC/SIGSOFT FSE|https://dl.acm.org/doi/10.1145/2491411.2491431
conf_gvd_NosingerKH13|https://ceur-ws.org/Vol-1020/paper_05.pdf|A Conceptual Model for the XML Schema Evolution.|Thomas Nösinger', 'Meike Klettke', 'Andreas Heuer 0001'|2013|Grundlagen von Datenbanken|https://ceur-ws.org/Vol-1020/paper_05.pdf
conf_icdim_CastelltortL13|https://doi.org/10.1109/ICDIM.2013.6694022|Representing history in graph-oriented NoSQL databases: A versioning system.|Arnaud Castelltort', 'Anne Laurent'|2013|ICDIM|https://ieeexplore.ieee.org/document/6694022
conf_icsm_GobertMCW13|https://doi.org/10.1109/ICSM.2013.75|Understanding Schema Evolution as a Basis for Database Reengineering.|Maxime Gobert 0001', 'Jerome Maes', 'Anthony Cleve', 'Jens H. Weber'|2013|ICSM|https://ieeexplore.ieee.org/document/6676935
conf_idc_ChytilPNH13|https://doi.org/10.1007/978-3-319-01571-2_2|Evolution of a Relational Schema and Its Impact on SQL Queries.|Martin Chytil', 'Marek Polák', 'Martin Necaský', 'Irena Holubová'|2013|IDC|https://link.springer.com/chapter/10.1007/978-3-319-01571-2_2
journals_tse_PiccioniOM13|https://doi.org/10.1109/TSE.2011.123|Class Schema Evolution for Persistent Object-Oriented Software: Model, Empirical Study, and Automated Support.|Marco Piccioni', 'Manuel Oriol', 'Bertrand Meyer 0001'|2013|IEEE Trans. Software Eng.|https://ieeexplore.ieee.org/document/6122034
conf_iiwas_NecaskyKMH13|https://doi.org/10.1145/2539150.2539189|Methodology for Design and Evolution of XML Schemas using Conceptual Modeling.|Martin Necaský', 'Jakub Klímek', 'Jakub Malý', 'Irena Holubová'|2013|iiWAS|https://dl.acm.org/doi/10.1145/2539150.2539189
journals_is_ZhaoL13|https://doi.org/10.1016/j.is.2013.03.006|Version management for business process schema evolution.|Xiaohui Zhao 0001', 'Chengfei Liu'|2013|Inf. Syst.|https://www.sciencedirect.com/science/article/pii/S0306437913000471?via%3Dihub
journals_isse_MarksS13|https://doi.org/10.1007/s11334-013-0217-8|A metadata driven approach to performing complex heterogeneous database schema migrations.|Robert M. Marks', 'Roy Sterritt'|2013|Innov. Syst. Softw. Eng.|https://link.springer.com/article/10.1007/s11334-013-0217-8
journals_jdm_LiuTC13a|https://doi.org/10.4018/jdm.2013010102|Aiding Maintenance of Database Applications Through Extracting Attribute Dependency Graph.|Kaiping Liu', 'Hee Beng Kuan Tan', 'Xu Chen'|2013|J. Database Manag.|https://www.igi-global.com/gateway/article/84067
conf_issta_0003D13|https://doi.org/10.1145/2489280.2489283|Early detection of faults related to database schematic changes.|Deepak Garg 0003', 'Amitava Datta'|2013|JAMAICA@ISSTA|https://dl.acm.org/doi/10.1145/2489280.2489283
journals_pvldb_RaeRSSV13|http://www.vldb.org/pvldb/vol6/p1045-rae.pdf|Online, Asynchronous Schema Change in F1.|Ian Rae', 'Eric Rollins', 'Jeff Shute', 'Sukhdeep S. Sodhi', 'Radek Vingralek'|2013|Proc. VLDB Endow.|http://www.vldb.org/pvldb/vol6/p1045-rae.pdf
conf_sbbd_DesantiBFS13|http://www.lbd.dcc.ufmg.br/colecoes/sbbd/2013/007.pdf|A Redundancy-Free Approach to Schema Evolution.|Claudiomar Desanti', 'Marcos Bernardelli', 'Márcio Fuckner', 'Raquel Kolitski Stasiu'|2013|SBBD|http://www.lbd.dcc.ufmg.br/colecoes/sbbd/2013/007.pdf
conf_trustcom_BaqasahPHR13|https://doi.org/10.1109/TrustCom.2013.119|On Change Detection of XML Schemas.|Abdullah M. Baqasah', 'Eric Pardede', 'Irena Holubová', 'J. Wenny Rahayu'|2013|TrustCom/ISPA/IUCC|https://ieeexplore.ieee.org/document/6680939
journals_vldb_CurinoMDZ13|https://doi.org/10.1007/s00778-012-0302-x|Automating the database schema evolution process.|Carlo Curino', 'Hyun Jin Moon', 'Alin Deutsch', 'Carlo Zaniolo'|2013|VLDB J.|https://link.springer.com/article/10.1007/s00778-012-0302-x
conf_apnoms_ChenJHL12|https://doi.org/10.1109/APNOMS.2012.6356090|Design and implementation of database schema evolution for service continuity of web-based internet applications.|Yi-Chang Chen', 'Jeu-Yih Jeng', 'Teh-Sheng Huang', 'Phone Lin'|2012|APNOMS|https://ieeexplore.ieee.org/document/6356090
conf_bpm_ChiaoKR12|https://doi.org/10.1007/978-3-642-36285-9_37|Schema Evolution in Object and Process-Aware Information Systems: Issues and Challenges.|Carolina Ming Chiao', 'Vera Künzle', 'Manfred Reichert'|2012|Business Process Management Workshops|https://link.springer.com/chapter/10.1007/978-3-642-36285-9_37
conf_compsac_SongPXZ12|https://doi.org/10.1109/COMPSAC.2012.21|Automatic Adaptation of Software Applications to Database Evolution by Graph Differencing and AOP-Based Dynamic Patching.|Yang Song', 'Xin Peng 0001', 'Zhenchang Xing', 'Wenyun Zhao'|2012|COMPSAC|https://ieeexplore.ieee.org/document/6340133
journals_cai_SilvaPVM12|http://www.cai.sk/ojs/index.php/cai/article/view/1009|Search-Based Evolution of XML Schemas.|Julio Cesar Teodoro Silva', 'Aurora Trinidad Ramirez Pozo', 'Silvia Regina Vergilio', 'Martin A. Musicante'|2012|Comput. Informatics|https://www.cai.sk/ojs/index.php/cai/article/view/1009
conf_dexa_HuoT12|https://doi.org/10.1007/978-3-642-32600-4_20|Querying Transaction-Time Databases under Branched Schema Evolution.|Wenyu Huo', 'Vassilis J. Tsotras'|2012|DEXA|https://link.springer.com/chapter/10.1007/978-3-642-32600-4_20
conf_er_ZaschkeLN12|https://doi.org/10.1007/978-3-642-34002-4_29|Optimising Schema Evolution Operation Sequences in Object Databases for Data Evolution.|Tilmann Zäschke', 'Stefania Leone', 'Moira C. Norrie'|2012|ER|https://link.springer.com/chapter/10.1007/978-3-642-34002-4_29
conf_er_GaoZ12|https://doi.org/10.1007/978-3-642-33999-8_9|Supporting Database Provenance under Schema Evolution.|Shi Gao', 'Carlo Zaniolo'|2012|ER Workshops|https://link.springer.com/chapter/10.1007/978-3-642-33999-8_9
conf_icst_GargD12|https://doi.org/10.1109/ICST.2012.163|Test Case Prioritization Due to Database Changes in Web Applications.|Deepak Garg 0003', 'Amitava Datta'|2012|ICST|https://ieeexplore.ieee.org/document/6200175
conf_icws_KlimekN12|https://doi.org/10.1109/ICWS.2012.11|Formal Evolution of XML Schemas with Inheritance.|Jakub Klímek', 'Martin Necaský'|2012|ICWS|https://ieeexplore.ieee.org/document/6257845
conf_isdevel_PolakMP12|https://doi.org/10.1007/978-1-4614-7540-8_31|XML Query Adaptation as Schema Evolves.|Marek Polák', 'Irena Mlýnková', 'Eric Pardede'|2012|ISD|https://link.springer.com/chapter/10.1007/978-1-4614-7540-8_31
conf_missi_MarciniakP12|https://doi.org/10.1007/978-3-642-32335-5_15|Tracking Changes in Database Schemas.|Jakub Marciniak', 'Tadeusz Pankowski'|2012|MISSI|https://link.springer.com/chapter/10.1007/978-3-642-32335-5_15
conf_mompes_MoriC12|https://doi.org/10.1007/978-3-642-38209-3_6|Feature-Based Adaptation of Database Schemas.|Marco Mori', 'Anthony Cleve'|2012|MOMPES|https://link.springer.com/chapter/10.1007/978-3-642-38209-3_6
conf_otm_MoesWBH12|https://doi.org/10.1007/978-3-642-33618-8_55|A Validatable Legacy Database Migration Using ORM.|Tjeerd H. Moes', 'Jan Pieter Wijbenga', 'Herman Balsters', 'George B. Huitema'|2012|OTM Workshops|https://link.springer.com/chapter/10.1007/978-3-642-33618-8_55
conf_tapp_GaoZ12|https://www.usenix.org/conference/tapp12/workshop-program/presentation/gao|Provenance Management in Databases Under Schema Evolution.|Shi Gao', 'Carlo Zaniolo'|2012|TaPP|https://www.usenix.org/conference/tapp12/workshop-program/presentation/gao
conf_waim_XueSNKY12|https://doi.org/10.1007/978-3-642-32281-5_40|A Transparent Approach for Database Schema Evolution Using View Mechanism.|Jianxin Xue', 'Derong Shen', 'Tiezheng Nie', 'Yue Kou', 'Ge Yu 0001'|2012|WAIM|https://link.springer.com/chapter/10.1007/978-3-642-32281-5_40
journals_toit_GenevesLQ11|https://doi.org/10.1145/1993083.1993087|Impact of XML Schema Evolution.|Pierre Genevès', 'Nabil Layaïda', 'Vincent Quint'|2011|ACM Trans. Internet Techn.|https://dl.acm.org/doi/10.1145/1993083.1993087
conf_edbt_LiuHHC11|https://doi.org/10.1145/1951365.1951380|Efficient and scalable data evolution with column oriented databases.|Ziyang Liu 0001', 'Bin He 0001', 'Hui-I Hsiao', 'Yi Chen 0001'|2011|EDBT|https://dl.acm.org/doi/10.1145/1951365.1951380
conf_er_QuintarelliRT11|https://doi.org/10.1007/978-3-642-24606-7_22|Context Schema Evolution in Context-Aware Data Management.|Elisa Quintarelli', 'Emanuele Rabosio', 'Letizia Tanca'|2011|ER|https://link.springer.com/chapter/10.1007/978-3-642-24606-7_22
conf_gpce_VermolenWV11|https://doi.org/10.1145/2047862.2047876|Generating database migrations for evolving web applications.|Sander Daniël Vermolen', 'Guido Wachsmuth', 'Eelco Visser'|2011|GPCE|https://dl.acm.org/doi/10.1145/2047862.2047876
conf_hase_AssoudiL11|https://doi.org/10.1109/HASE.2011.42|Self-Healing Data Exchange Process under Evolving Schemas: A New Mapping Adaptation Approach Based on Self-Optimization.|Hicham Assoudi', 'Hakim Lounis'|2011|HASE|https://ieeexplore.ieee.org/document/6113896
conf_icde_WuN11|https://doi.org/10.1109/ICDEW.2011.5767627|Schema evolution analysis for embedded databases.|Shengfeng Wu', 'Iulian Neamtiu'|2011|ICDE Workshops|https://ieeexplore.ieee.org/document/5767627
conf_icde_CavalieriGMO11|https://doi.org/10.1109/ICDEW.2011.5767649|On the reduction of sequences of XML document and schema update operations.|Federico Cavalieri', 'Giovanna Guerrini', 'Marco Mesiti', 'Barbara Oliboni'|2011|ICDE Workshops|https://ieeexplore.ieee.org/document/5767649
conf_icde_Decker11|https://doi.org/10.1109/ICDEW.2011.5767628|Causes for inconsistency-tolerant schema update management.|Hendrik Decker'|2011|ICDE Workshops|https://ieeexplore.ieee.org/document/5767628
journals_infsof_GrolingerC11|https://doi.org/10.1016/j.infsof.2010.10.002|A unit test approach for database schema evolution.|Katarina Grolinger', 'Miriam A. M. Capretz'|2011|Inf. Softw. Technol.|https://www.sciencedirect.com/science/article/pii/S0950584910001734?via%3Dihub
journals_infsof_DominguezLPRRZ11|https://doi.org/10.1016/j.infsof.2010.08.001|Evolution of XML schemas and documents from stereotyped UML class models: A traceable approach.|Eladio Domínguez', 'Jorge Lloret', 'Beatriz Pérez 0001', 'Áurea Rodríguez', 'Ángel Luis Rubio', 'María Antonia Zapata'|2011|Inf. Softw. Technol.|https://www.sciencedirect.com/science/article/pii/S0950584910001333?via%3Dihub
journals_acj_AhmedALSBR11|http://ws.acs.org.au/jrpit/JRPITVolumes/JRPIT43/JRPIT43.2.89.pdf|Using Ontologies to Synchronize Change in Relational Database Systems.|Waqas Ahmed 0002', 'Muhammad Ahtisham Aslam', 'Antonio A. Lopez-Lorca', 'Jun Shen 0001', 'Ghassan Beydoun', 'Debbie Richards 0001'|2011|J. Res. Pract. Inf. Technol.|http://ws.acs.org.au/jrpit/JRPITVolumes/JRPIT43/JRPIT43.2.89.pdf
conf_otm_NecaskyMK11|https://doi.org/10.1007/978-3-642-25126-9_63|Model-Driven Approach to XML Schema Evolution.|Martin Necaský', 'Irena Mlýnková', 'Jakub Klímek'|2011|OTM Workshops|https://link.springer.com/chapter/10.1007/978-3-642-25126-9_63
conf_ercimdl_Brunsmann11|https://ceur-ws.org/Vol-801/paper3.pdf|Semantic Exploration of Archived Product Lifecycle Metadata under Schema and Instance Evolution.|Jörg Brunsmann'|2011|SDA|https://ceur-ws.org/Vol-801/paper3.pdf
conf_wism_ZhangLS11|https://doi.org/10.1007/978-3-642-23971-7_47|Data Privacy Preservation during Schema Evolution for Multi-tenancy Applications in Cloud Computing.|Kun Zhang 0013', 'Qingzhong Li', 'Yuliang Shi'|2011|WISM|https://link.springer.com/chapter/10.1007/978-3-642-23971-7_47
